Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:29.287
2,6,Nico RosbergROS,Mercedes,1:29.606
3,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:30.313
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:30.618
5,7,Kimi RäikkönenRAI,Ferrari,1:30.881
6,77,Valtteri BottasBOT,Williams Mercedes,1:31.557
7,55,Carlos SainzSAI,Toro Rosso Ferrari,1:31.989
8,27,Nico HulkenbergHUL,Force India Mercedes,1:32.172
9,14,Fernando AlonsoALO,McLaren Honda,1:32.343
10,11,Sergio PerezPER,Force India Mercedes,1:31.875
11,5,Sebastian VettelVET,Ferrari,1:31.490
12,19,Felipe MassaMAS,Williams Mercedes,1:32.002
13,8,Romain GrosjeanGRO,Haas Ferrari,1:32.050
14,21,Esteban Gutierrez GUT,Haas Ferrari,1:32.241
15,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:32.306
16,20,Kevin MagnussenMAG,Renault,1:37.060
17,22,Jenson ButtonBUT,McLaren Honda,1:32.788
18,30,Jolyon PalmerPAL,Renault,1:32.905
19,88,Rio HaryantoHAR,MRT Mercedes,1:33.098
20,94,Pascal WehrleinWEH,MRT Mercedes,1:33.151
21,12,Felipe NasrNAS,Sauber Ferrari,1:33.544
