Pos,No,Driver,Car,Time
1,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:13.622
2,6,Nico RosbergROS,Mercedes,1:13.791
3,44,Lewis HamiltonHAM,Mercedes,1:13.942
4,5,Sebastian VettelVET,Ferrari,1:14.552
5,27,Nico HulkenbergHUL,Force India Mercedes,1:14.726
6,55,Carlos SainzSAI,Toro Rosso Ferrari,1:14.749
7,11,Sergio PerezPER,Force India Mercedes,1:14.902
8,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:15.273
9,14,Fernando AlonsoALO,McLaren Honda,1:15.363
10,77,Valtteri BottasBOT,Williams Mercedes,1:15.273
11,7,Kimi RäikkönenRAI,Ferrari,1:14.732
12,21,Esteban Gutierrez GUT,Haas Ferrari,1:15.293
13,22,Jenson ButtonBUT,McLaren Honda,1:15.352
14,19,Felipe MassaMAS,Williams Mercedes,1:15.385
15,8,Romain GrosjeanGRO,Haas Ferrari,1:15.571
16,20,Kevin MagnussenMAG,Renault,1:16.058
17,9,Marcus EricssonERI,Sauber Ferrari,1:16.299
18,30,Jolyon PalmerPAL,Renault,1:16.586
19,88,Rio HaryantoHAR,MRT Mercedes,1:17.295
20,94,Pascal WehrleinWEH,MRT Mercedes,1:17.452
