Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:21.135
2,6,Nico RosbergROS,Mercedes,1:21.613
3,5,Sebastian VettelVET,Ferrari,1:21.972
4,7,Kimi RäikkönenRAI,Ferrari,1:22.065
5,77,Valtteri BottasBOT,Williams Mercedes,1:22.388
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:22.389
7,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:22.411
8,11,Sergio PerezPER,Force India Mercedes,1:22.814
9,27,Nico HulkenbergHUL,Force India Mercedes,1:22.836
10,21,Esteban Gutierrez GUT,Haas Ferrari,1:23.184
11,19,Felipe MassaMAS,Williams Mercedes,1:22.967
12,14,Fernando AlonsoALO,McLaren Honda,1:23.273
13,94,Pascal WehrleinWEH,MRT Mercedes,1:23.315
14,22,Jenson ButtonBUT,McLaren Honda,1:23.399
15,55,Carlos SainzSAI,Toro Rosso Ferrari,1:23.496
16,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:23.825
17,8,Romain GrosjeanGRO,Haas Ferrari,1:23.092
18,12,Felipe NasrNAS,Sauber Ferrari,1:23.956
19,9,Marcus EricssonERI,Sauber Ferrari,1:24.087
20,30,Jolyon PalmerPAL,Renault,1:24.230
21,20,Kevin MagnussenMAG,Renault,1:24.436
22,31,Esteban OconOCO,MRT Mercedes,
