Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:38.755
2,6,Nico RosbergROS,Mercedes,1:39.058
3,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:39.589
4,7,Kimi RäikkönenRAI,Ferrari,1:39.604
5,5,Sebastian VettelVET,Ferrari,1:39.661
6,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:39.818
7,27,Nico HulkenbergHUL,Force India Mercedes,1:40.501
8,11,Sergio PerezPER,Force India Mercedes,1:40.519
9,14,Fernando AlonsoALO,McLaren Honda,1:41.106
10,19,Felipe MassaMAS,Williams Mercedes,1:41.213
11,77,Valtteri BottasBOT,Williams Mercedes,1:41.084
12,22,Jenson ButtonBUT,McLaren Honda,1:41.272
13,21,Esteban Gutierrez GUT,Haas Ferrari,1:41.480
14,8,Romain GrosjeanGRO,Haas Ferrari,1:41.564
15,30,Jolyon PalmerPAL,Renault,1:41.820
16,94,Pascal WehrleinWEH,MRT Mercedes,1:41.995
17,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:42.003
18,20,Kevin MagnussenMAG,Renault,1:42.142
19,12,Felipe NasrNAS,Sauber Ferrari,1:42.247
20,31,Esteban OconOCO,MRT Mercedes,1:42.286
21,55,Carlos SainzSAI,Toro Rosso Ferrari,1:42.393
22,9,Marcus EricssonERI,Sauber Ferrari,1:42.637
