Pos,No,Driver,Car,Time
1,6,Nico RosbergROS,Mercedes,1:19.965
2,44,Lewis HamiltonHAM,Mercedes,1:20.108
3,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:20.280
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:20.557
5,5,Sebastian VettelVET,Ferrari,1:20.874
6,55,Carlos SainzSAI,Toro Rosso Ferrari,1:21.131
7,14,Fernando AlonsoALO,McLaren Honda,1:21.211
8,22,Jenson ButtonBUT,McLaren Honda,1:21.597
9,27,Nico HulkenbergHUL,Force India Mercedes,1:21.823
10,77,Valtteri BottasBOT,Williams Mercedes,1:22.182
11,8,Romain GrosjeanGRO,Haas Ferrari,1:24.941
12,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:25.301
13,11,Sergio PerezPER,Force India Mercedes,1:25.416
14,7,Kimi RäikkönenRAI,Ferrari,1:25.435
15,21,Esteban Gutierrez GUT,Haas Ferrari,1:26.189
16,12,Felipe NasrNAS,Sauber Ferrari,1:27.063
17,30,Jolyon PalmerPAL,Renault,1:43.965
18,19,Felipe MassaMAS,Williams Mercedes,1:43.999
19,20,Kevin MagnussenMAG,Renault,1:44.543
20,94,Pascal WehrleinWEH,MRT Mercedes,1:47.343
21,88,Rio HaryantoHAR,MRT Mercedes,1:50.189
