Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Michael SchumacherMSC,Benetton Ford,69,1:44:31.887,10
2,0,Damon HillHIL,Williams Renault,69,+39.660s,6
3,27,Jean AlesiALE,Ferrari,69,+73.388s,4
4,28,Gerhard BergerBER,Ferrari,69,+75.609s,3
5,2,David CoulthardCOU,Williams Renault,68,+1 lap,2
6,6,Jyrki JarvilehtoJAR,Benetton Ford,68,+1 lap,1
7,14,Rubens BarrichelloBAR,Jordan Hart,68,+1 lap,0
8,12,Johnny HerbertHER,Lotus Mugen Honda,68,+1 lap,0
9,23,Pierluigi MartiniMAR,Minardi Ford,68,+1 lap,0
10,4,Mark BlundellBLU,Tyrrell Yamaha,67,DNF,0
11,24,Michele AlboretoALB,Minardi Ford,67,+2 laps,0
12,26,Olivier PanisPAN,Ligier Renault,67,+2 laps,0
13,25,Eric BernardBER,Ligier Renault,66,+3 laps,0
14,31,David BrabhamBRA,Simtek Ford,65,+4 laps,0
15,11,Alessandro ZanardiZAN,Lotus Mugen Honda,62,DNF,0
NC,7,Mika HakkinenHAK,McLaren Peugeot,61,DNF,0
NC,19,Olivier BerettaBER,Larrousse Ford,57,DNF,0
NC,10,Gianni MorbidelliMOR,Footwork Ford,50,DNF,0
NC,34,Bertrand GachotGAC,Pacific Ilmor,47,DNF,0
NC,20,Erik ComasCOM,Larrousse Ford,45,DNF,0
NC,3,Ukyo KatayamaKAT,Tyrrell Yamaha,44,DNF,0
NC,15,Eddie IrvineIRV,Jordan Hart,40,DNF,0
NC,29,Andrea de CesarisDEC,Sauber Mercedes,24,DNF,0
NC,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,5,DNF,0
NC,8,Martin BrundleBRU,McLaren Peugeot,3,DNF,0
