Pos,No,Driver,Car,Laps,Time/retired,Pts
1,2,Nigel MansellMAN,Williams Renault,81,1:47:51.480,10
2,28,Gerhard BergerBER,Ferrari,81,+2.511s,6
3,8,Martin BrundleBRU,McLaren Peugeot,81,+52.487s,4
4,14,Rubens BarrichelloBAR,Jordan Hart,81,+70.530s,3
5,26,Olivier PanisPAN,Ligier Renault,80,+1 lap,2
6,27,Jean AlesiALE,Ferrari,80,+1 lap,1
7,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,80,+1 lap,0
8,9,Christian FittipaldiFIT,Footwork Ford,80,+1 lap,0
9,23,Pierluigi MartiniMAR,Minardi Ford,79,+2 laps,0
10,29,Jyrki JarvilehtoJAR,Sauber Mercedes,79,+2 laps,0
11,25,Franck LagorceLAG,Ligier Renault,79,+2 laps,0
12,7,Mika HakkinenHAK,McLaren Peugeot,76,DNF,0
NC,24,Michele AlboretoALB,Minardi Ford,69,DNF,0
NC,4,Mark BlundellBLU,Tyrrell Yamaha,66,DNF,0
NC,20,Jean-Denis DeletrazDEL,Larrousse Ford,56,DNF,0
NC,11,Mika SaloSAL,Lotus Mugen Honda,49,DNF,0
NC,31,David BrabhamBRA,Simtek Ford,49,DNF,0
NC,12,Alessandro ZanardiZAN,Lotus Mugen Honda,40,DNF,0
NC,5,Michael SchumacherMSC,Benetton Ford,35,DNF,0
NC,0,Damon HillHIL,Williams Renault,35,DNF,0
NC,32,Domenico SchiattarellaSCH,Simtek Ford,21,DNF,0
NC,3,Ukyo KatayamaKAT,Tyrrell Yamaha,19,DNF,0
NC,19,Hideki NodaNOD,Larrousse Ford,18,DNF,0
NC,10,Gianni MorbidelliMOR,Footwork Ford,17,DNF,0
NC,15,Eddie IrvineIRV,Jordan Hart,15,DNF,0
NC,6,Johnny HerbertHER,Benetton Ford,13,DNF,0
