Pos,No,Driver,Car,Lap,Time
1,8,Niki LaudaLAU,McLaren TAG,42,1:31.912
2,2,Teo FabiFAB,Brabham BMW,22,1:32.418
3,15,Patrick TambayTAM,Renault,39,1:32.433
4,27,Michele AlboretoALB,Ferrari,43,1:33.159
5,18,Thierry BoutsenBOU,Arrows BMW,36,1:33.280
6,16,Derek WarwickWAR,Renault,27,1:33.359
7,23,Eddie  CheeverCHE,Alfa Romeo,30,1:33.666
8,19,Stefan JohanssonJOH,Toleman Hart,23,1:33.867
9,1,Nelson PiquetPIQ,Brabham BMW,7,1:34.076
10,17,Marc SurerSUR,Arrows BMW,26,1:34.657
11,12,Nigel MansellMAN,Lotus Renault,13,1:34.907
12,6,Keke RosbergROS,Williams Honda,4,1:35.245
13,5,Jacques LaffiteLAF,Williams Honda,8,1:35.268
14,28,Rene ArnouxARN,Ferrari,5,1:35.453
15,22,Riccardo PatresePAT,Alfa Romeo,27,1:35.574
16,7,Alain ProstPRO,McLaren TAG,3,1:35.604
17,11,Elio de AngelisDEA,Lotus Renault,13,1:35.900
18,24,Piercarlo GhinzaniGHI,Osella Alfa Romeo,26,1:36.036
19,26,Andrea de CesarisDEC,Ligier Renault,7,1:36.893
20,30,Jo GartnerGAR,Osella Alfa Romeo,22,1:37.278
21,25,Francois HesnaultHES,Ligier Renault,4,1:37.300
22,31,Gerhard BergerBER,ATS BMW,5,1:37.748
23,21,Huub RothengatterROT,Spirit Ford,21,1:38.351
24,9,Philippe AlliotALL,RAM Hart,5,1:38.647
25,10,Jonathan  PalmerPAL,RAM Hart,15,1:38.967
