Pos,No,Driver,Car,Lap,Time
1,19,Ayrton SennaSEN,Toleman Hart,24,1:54.334
2,11,Elio de AngelisDEA,Lotus Renault,26,1:55.026
3,12,Nigel MansellMAN,Lotus Renault,13,1:55.112
4,27,Michele AlboretoALB,Ferrari,22,1:55.437
5,28,Rene ArnouxARN,Ferrari,26,1:55.541
6,7,Alain ProstPRO,McLaren TAG,19,1:55.596
7,14,Manfred WinkelhockWIN,ATS BMW,21,1:55.712
8,6,Keke RosbergROS,Williams Honda,25,1:55.775
9,5,Jacques LaffiteLAF,Williams Honda,25,1:56.946
10,8,Niki LaudaLAU,McLaren TAG,22,1:56.996
11,24,Piercarlo GhinzaniGHI,Osella Alfa Romeo,10,1:57.439
12,22,Riccardo PatresePAT,Alfa Romeo,24,1:58.527
13,1,Nelson PiquetPIQ,Brabham BMW,11,1:58.897
14,25,Francois HesnaultHES,Ligier Renault,12,1:59.644
15,2,Corrado FabiFAB,Brabham BMW,6,2:04.465
16,20,Johnny CecottoCEC,Toleman Hart,1,2:35.136
