Pos,No,Driver,Car,Lap,Time
1,1,Nelson PiquetPIQ,Brabham BMW,55,1:28.763
2,8,Niki LaudaLAU,McLaren TAG,54,1:29.083
3,7,Alain ProstPRO,McLaren TAG,34,1:29.433
4,28,Rene ArnouxARN,Ferrari,36,1:30.210
5,12,Nigel MansellMAN,Lotus Renault,51,1:30.503
6,16,Derek WarwickWAR,Renault,50,1:30.560
7,23,Eddie  CheeverCHE,Alfa Romeo,56,1:30.628
8,27,Michele AlboretoALB,Ferrari,5,1:30.990
9,14,Manfred WinkelhockWIN,ATS BMW,66,1:31.071
10,11,Elio de AngelisDEA,Lotus Renault,59,1:31.305
11,6,Keke RosbergROS,Williams Honda,27,1:31.647
12,2,Corrado FabiFAB,Brabham BMW,30,1:31.767
13,19,Ayrton SennaSEN,Toleman Hart,67,1:31.822
14,5,Jacques LaffiteLAF,Williams Honda,30,1:32.124
15,20,Johnny CecottoCEC,Toleman Hart,59,1:32.537
16,26,Andrea de CesarisDEC,Ligier Renault,30,1:32.591
17,22,Riccardo PatresePAT,Alfa Romeo,31,1:32.716
18,18,Thierry BoutsenBOU,Arrows BMW,33,1:33.069
19,17,Marc SurerSUR,Arrows BMW,33,1:33.858
20,24,Piercarlo GhinzaniGHI,Osella Alfa Romeo,3,1:34.664
21,25,Francois HesnaultHES,Ligier Renault,5,1:35.176
22,9,Philippe AlliotALL,RAM Hart,48,1:35.498
23,10,Mike ThackwellTHA,RAM Hart,14,1:37.157
24,21,Huub RothengatterROT,Spirit Ford,3,1:37.209
