Pos,No,Driver,Car,Lap,Time
1,1,Alain ProstPRO,McLaren TAG,31,1:59.282
2,12,Ayrton SennaSEN,Lotus Renault,28,1:59.867
3,5,Nigel MansellMAN,Williams Honda,40,1:59.879
4,28,Stefan JohanssonJOH,Ferrari,34,2:00.221
5,25,Rene ArnouxARN,Ligier Renault,20,2:00.751
6,27,Michele AlboretoALB,Ferrari,32,2:00.828
7,20,Gerhard BergerBER,Benetton BMW,25,2:00.877
8,19,Teo FabiFAB,Benetton BMW,23,2:01.204
9,7,Riccardo PatresePAT,Brabham BMW,30,2:01.241
10,3,Martin BrundleBRU,Tyrrell Renault,22,2:01.555
11,15,Alan  JonesJON,Lola Hart,36,2:01.584
12,26,Jacques LaffiteLAF,Ligier Renault,35,2:01.655
13,6,Nelson PiquetPIQ,Williams Honda,4,2:01.663
14,4,Philippe StreiffSTR,Tyrrell Renault,35,2:03.183
15,23,Andrea de CesarisDEC,Minardi Motori Moderni,27,2:03.916
16,14,Jonathan  PalmerPAL,Zakspeed,28,2:04.287
17,17,Marc SurerSUR,Arrows BMW,36,2:04.435
18,2,Keke RosbergROS,McLaren TAG,2,2:04.546
19,11,Johnny DumfriesDUM,Lotus Renault,6,2:04.781
20,18,Thierry BoutsenBOU,Arrows BMW,2,2:05.545
21,24,Alessandro NanniniNAN,Minardi Motori Moderni,19,2:07.875
22,29,Huub RothengatterROT,Zakspeed,7,2:08.018
23,21,Piercarlo GhinzaniGHI,Osella Alfa Romeo,3,2:17.068
24,22,Christian DannerDAN,Osella Alfa Romeo,2,2:34.035
