Pos,No,Driver,Car,Lap,Time
1,1,Alain ProstPRO,McLaren TAG,51,1:26.607
2,12,Ayrton SennaSEN,Lotus Renault,68,1:26.843
3,2,Keke RosbergROS,McLaren TAG,56,1:26.971
4,5,Nigel MansellMAN,Williams Honda,58,1:27.405
5,7,Riccardo PatresePAT,Brabham BMW,36,1:27.585
6,16,Patrick TambayTAM,Lola Hart,62,1:27.769
7,6,Nelson PiquetPIQ,Williams Honda,68,1:27.797
8,26,Jacques LaffiteLAF,Ligier Renault,28,1:27.873
9,25,Rene ArnouxARN,Ligier Renault,26,1:27.988
10,3,Martin BrundleBRU,Tyrrell Renault,62,1:28.649
11,27,Michele AlboretoALB,Ferrari,25,1:28.776
12,20,Gerhard BergerBER,Benetton BMW,25,1:28.944
13,28,Stefan JohanssonJOH,Ferrari,68,1:29.305
14,17,Marc SurerSUR,Arrows BMW,47,1:30.509
15,18,Thierry BoutsenBOU,Arrows BMW,53,1:30.621
16,4,Philippe StreiffSTR,Tyrrell Renault,65,1:31.098
17,8,Elio de AngelisDEA,Brabham BMW,13,1:31.236
18,19,Teo FabiFAB,Benetton BMW,5,1:31.647
19,14,Jonathan  PalmerPAL,Zakspeed,47,1:31.679
20,15,Alan  JonesJON,Lola Hart,2,1:35.510
