Pos,No,Driver,Car,Lap,Time
1,5,Nigel MansellMAN,Williams Honda,57,1:09.993
2,25,Rene ArnouxARN,Ligier Renault,47,1:10.227
3,6,Nelson PiquetPIQ,Williams Honda,66,1:10.582
4,1,Alain ProstPRO,McLaren TAG,68,1:10.859
5,26,Jacques LaffiteLAF,Ligier Renault,58,1:11.220
6,2,Keke RosbergROS,McLaren TAG,39,1:11.402
7,27,Michele AlboretoALB,Ferrari,62,1:11.747
8,20,Gerhard BergerBER,Benetton BMW,16,1:12.436
9,16,Patrick TambayTAM,Lola Hart,48,1:12.472
10,11,Johnny DumfriesDUM,Lotus Renault,43,1:12.572
11,7,Riccardo PatresePAT,Brabham BMW,49,1:12.702
12,18,Thierry BoutsenBOU,Arrows BMW,58,1:12.847
13,12,Ayrton SennaSEN,Lotus Renault,3,1:12.882
14,8,Derek WarwickWAR,Brabham BMW,60,1:12.976
15,3,Martin BrundleBRU,Tyrrell Renault,64,1:12.998
16,4,Philippe StreiffSTR,Tyrrell Renault,43,1:13.810
17,17,Christian DannerDAN,Arrows BMW,40,1:14.208
18,14,Jonathan  PalmerPAL,Zakspeed,36,1:14.689
19,29,Huub RothengatterROT,Zakspeed,25,1:17.441
20,23,Andrea de CesarisDEC,Minardi Motori Moderni,2,1:17.683
21,24,Alessandro NanniniNAN,Minardi Motori Moderni,2,1:17.795
22,21,Piercarlo GhinzaniGHI,Osella Alfa Romeo,2,1:17.832
23,15,Alan  JonesJON,Lola Hart,2,1:17.860
24,19,Teo FabiFAB,Benetton BMW,6,1:18.154
25,22,Allen BergBER,Osella Alfa Romeo,11,1:19.574
26,28,Stefan JohanssonJOH,Ferrari,4,1:21.581
