Pos,No,Driver,Car,Lap,Time
1,19,Teo FabiFAB,Benetton BMW,35,1:28.099
2,6,Nelson PiquetPIQ,Williams Honda,35,1:28.173
3,20,Gerhard BergerBER,Benetton BMW,43,1:28.191
4,28,Stefan JohanssonJOH,Ferrari,43,1:28.625
5,5,Nigel MansellMAN,Williams Honda,41,1:28.803
6,2,Keke RosbergROS,McLaren TAG,47,1:29.221
7,1,Alain ProstPRO,McLaren TAG,16,1:29.501
8,27,Michele AlboretoALB,Ferrari,11,1:30.141
9,15,Alan  JonesJON,Lola Hart,43,1:31.050
10,25,Rene ArnouxARN,Ligier Renault,21,1:31.514
11,17,Christian DannerDAN,Arrows BMW,41,1:32.224
12,26,Philippe AlliotALL,Ligier Renault,21,1:32.244
13,8,Derek WarwickWAR,Brabham BMW,12,1:32.444
14,11,Johnny DumfriesDUM,Lotus Renault,10,1:32.605
15,18,Thierry BoutsenBOU,Arrows BMW,30,1:32.934
16,3,Martin BrundleBRU,Tyrrell Renault,14,1:33.391
17,4,Philippe StreiffSTR,Tyrrell Renault,40,1:33.625
18,23,Andrea de CesarisDEC,Minardi Motori Moderni,20,1:33.776
19,24,Alessandro NanniniNAN,Minardi Motori Moderni,12,1:34.401
20,16,Patrick TambayTAM,Lola Hart,2,1:34.443
21,7,Riccardo PatresePAT,Brabham BMW,2,1:34.972
22,14,Jonathan  PalmerPAL,Zakspeed,6,1:35.845
23,31,Ivan CapelliCAP,AGS Motori Moderni,10,1:36.290
24,21,Piercarlo GhinzaniGHI,Osella Alfa Romeo,11,1:37.179
25,22,Alex CaffiCAF,Osella Alfa Romeo,7,1:39.818
26,29,Huub RothengatterROT,Zakspeed,1,1:58.761
