Pos,No,Driver,Car,Time,Gap,Laps
1,11,Ralf SchumacherRSC,Jordan Peugeot,1:37.372,,22
2,9,Mika HakkinenHAK,McLaren Mercedes,1:37.481,+0.109s,23
3,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:37.649,+0.277s,28
4,4,Heinz-Harald FrentzenFRE,Williams Renault,1:37.755,+0.383s,22
5,3,Jacques VilleneuveVIL,Williams Renault,1:37.758,+0.386s,25
6,7,Jean AlesiALE,Benetton Renault,1:37.905,+0.533s,23
7,16,Johnny HerbertHER,Sauber Petronas,1:37.929,+0.557s,23
8,8,Gerhard BergerBER,Benetton Renault,1:38.147,+0.775s,25
9,15,Shinji NakanoNAK,Prost Mugen Honda,1:38.343,+0.971s,21
10,5,Michael SchumacherMSC,Ferrari,1:38.403,+1.031s,20
11,1,Damon HillHIL,Arrows Yamaha,1:38.514,+1.142s,27
12,22,Rubens BarrichelloBAR,Stewart Ford,1:38.723,+1.351s,23
13,14,Olivier PanisPAN,Prost Mugen Honda,1:38.816,+1.444s,22
14,6,Eddie IrvineIRV,Ferrari,1:38.910,+1.538s,23
15,23,Jan MagnussenMAG,Stewart Ford,1:38.947,+1.575s,15
16,10,David CoulthardCOU,McLaren Mercedes,1:39.537,+2.165s,16
17,17,Gianni MorbidelliMOR,Sauber Petronas,1:39.546,+2.174s,23
18,2,Pedro DinizDIN,Arrows Yamaha,1:39.702,+2.330s,28
19,20,Ukyo KatayamaKAT,Minardi Hart,1:39.995,+2.623s,21
20,19,Mika SaloSAL,Tyrrell Ford,1:40.905,+3.533s,15
21,21,Tarso MarquesMAR,Minardi Hart,1:41.348,+3.976s,26
22,18,Jos VerstappenVER,Tyrrell Ford,1:41.370,+3.998s,18
