Pos,No,Driver,Car,Time,Gap,Laps
1,4,Heinz-Harald FrentzenFRE,Williams Renault,1:17.457,,21
2,3,Jacques VilleneuveVIL,Williams Renault,1:17.664,+0.207s,27
3,10,David CoulthardCOU,McLaren Mercedes,1:18.056,+0.599s,22
4,7,Jean AlesiALE,Benetton Renault,1:18.476,+1.019s,18
5,16,Johnny HerbertHER,Sauber Petronas,1:18.692,+1.235s,28
6,5,Michael SchumacherMSC,Ferrari,1:18.734,+1.277s,16
7,9,Mika HakkinenHAK,McLaren Mercedes,1:18.757,+1.300s,22
8,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:18.901,+1.444s,25
9,8,Gerhard BergerBER,Benetton Renault,1:19.213,+1.756s,23
10,11,Ralf SchumacherRSC,Jordan Peugeot,1:19.419,+1.962s,26
11,17,Gianni MorbidelliMOR,Sauber Petronas,1:20.151,+2.694s,27
12,22,Rubens BarrichelloBAR,Stewart Ford,1:20.336,+2.879s,22
13,14,Olivier PanisPAN,Prost Mugen Honda,1:20.412,+2.955s,25
14,15,Shinji NakanoNAK,Prost Mugen Honda,1:20.561,+3.104s,27
15,23,Jan MagnussenMAG,Stewart Ford,1:20.602,+3.145s,27
16,1,Damon HillHIL,Arrows Yamaha,1:20.768,+3.311s,30
17,20,Ukyo KatayamaKAT,Minardi Hart,1:20.829,+3.372s,23
18,19,Mika SaloSAL,Tyrrell Ford,1:20.849,+3.392s,22
19,6,Eddie IrvineIRV,Ferrari,1:20.907,+3.450s,10
20,2,Pedro DinizDIN,Arrows Yamaha,1:21.365,+3.908s,26
21,21,Jarno TrulliTRU,Minardi Hart,1:21.582,+4.125s,29
22,18,Jos VerstappenVER,Tyrrell Ford,1:21.599,+4.142s,26
