Pos,No,Driver,Car,Time,Gap,Laps
1,3,Jacques VilleneuveVIL,Williams Renault,1:28.594,,26
2,4,Heinz-Harald FrentzenFRE,Williams Renault,1:30.026,+1.432s,23
3,10,David CoulthardCOU,McLaren Mercedes,1:30.305,+1.711s,26
4,6,Eddie IrvineIRV,Ferrari,1:30.651,+2.057s,26
5,9,Mika HakkinenHAK,McLaren Mercedes,1:30.674,+2.080s,23
6,5,Michael SchumacherMSC,Ferrari,1:30.682,+2.088s,30
7,11,Ralf SchumacherRSC,Jordan Peugeot,1:31.071,+2.477s,22
8,16,Johnny HerbertHER,Sauber Petronas,1:31.197,+2.603s,30
9,17,Nicola LariniLAR,Sauber Petronas,1:31.281,+2.687s,21
10,14,Olivier PanisPAN,Prost Mugen Honda,1:31.303,+2.709s,26
11,8,Gerhard BergerBER,Benetton Renault,1:31.389,+2.795s,21
12,7,Jean AlesiALE,Benetton Renault,1:31.635,+3.041s,27
13,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:32.027,+3.433s,16
14,20,Ukyo KatayamaKAT,Minardi Hart,1:32.264,+3.670s,24
15,22,Rubens BarrichelloBAR,Stewart Ford,1:32.826,+4.232s,16
16,19,Mika SaloSAL,Tyrrell Ford,1:33.194,+4.600s,30
17,15,Shinji NakanoNAK,Prost Mugen Honda,1:33.415,+4.821s,27
18,21,Jarno TrulliTRU,Minardi Hart,1:33.588,+4.994s,29
19,18,Jos VerstappenVER,Tyrrell Ford,1:33.679,+5.085s,30
20,2,Pedro DinizDIN,Arrows Yamaha,1:33.693,+5.099s,18
21,23,Jan MagnussenMAG,Stewart Ford,1:33.767,+5.173s,21
22,1,Damon HillHIL,Arrows Yamaha,1:34.640,+6.046s,9
23,25,Ricardo RossetROS,Lola Ford,1:41.416,+12.822s,5
24,24,Vincenzo SospiriSOS,Lola Ford,1:44.286,+15.692s,8
