Pos,No,Driver,Car,Time,Gap,Laps
1,4,Heinz-Harald FrentzenFRE,Williams Renault,1:23.477,,27
2,3,Jacques VilleneuveVIL,Williams Renault,1:23.739,+0.262s,25
3,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:24.325,+0.848s,29
4,14,Olivier PanisPAN,Prost Mugen Honda,1:24.586,+1.109s,29
5,11,Ralf SchumacherRSC,Jordan Peugeot,1:24.626,+1.149s,29
6,6,Eddie IrvineIRV,Ferrari,1:24.719,+1.242s,26
7,16,Johnny HerbertHER,Sauber Petronas,1:24.766,+1.289s,30
8,9,Mika HakkinenHAK,McLaren Mercedes,1:24.980,+1.503s,28
9,5,Michael SchumacherMSC,Ferrari,1:24.982,+1.505s,27
10,8,Gerhard BergerBER,Benetton Renault,1:25.027,+1.550s,26
11,7,Jean AlesiALE,Benetton Renault,1:25.586,+2.109s,22
12,22,Rubens BarrichelloBAR,Stewart Ford,1:25.586,+2.109s,21
13,17,Nicola LariniLAR,Sauber Petronas,1:25.650,+2.173s,24
14,23,Jan MagnussenMAG,Stewart Ford,1:25.791,+2.314s,27
15,1,Damon HillHIL,Arrows Yamaha,1:26.034,+2.557s,26
16,10,David CoulthardCOU,McLaren Mercedes,1:26.226,+2.749s,12
17,19,Mika SaloSAL,Tyrrell Ford,1:27.004,+3.527s,25
18,2,Pedro DinizDIN,Arrows Yamaha,1:27.042,+3.565s,23
19,18,Jos VerstappenVER,Tyrrell Ford,1:27.383,+3.906s,25
20,15,Shinji NakanoNAK,Prost Mugen Honda,1:27.709,+4.232s,17
21,21,Jarno TrulliTRU,Minardi Hart,1:27.970,+4.493s,26
