Pos,No,Driver,Car,Time,Gap,Laps
1,11,Ralf SchumacherRSC,Jordan Peugeot,1:42.987,,26
2,9,Mika HakkinenHAK,McLaren Mercedes,1:42.989,+0.002s,22
3,7,Jean AlesiALE,Benetton Renault,1:43.257,+0.270s,19
4,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:43.349,+0.362s,24
5,8,Gerhard BergerBER,Benetton Renault,1:43.428,+0.441s,21
6,10,David CoulthardCOU,McLaren Mercedes,1:43.579,+0.592s,20
7,5,Michael SchumacherMSC,Ferrari,1:43.628,+0.641s,26
8,4,Heinz-Harald FrentzenFRE,Williams Renault,1:43.646,+0.659s,26
9,22,Rubens BarrichelloBAR,Stewart Ford,1:44.096,+1.109s,19
10,3,Jacques VilleneuveVIL,Williams Renault,1:44.291,+1.304s,22
11,14,Jarno TrulliTRU,Prost Mugen Honda,1:44.328,+1.341s,30
12,15,Shinji NakanoNAK,Prost Mugen Honda,1:44.741,+1.754s,28
13,1,Damon HillHIL,Arrows Yamaha,1:44.875,+1.888s,13
14,17,Norberto FontanaFON,Sauber Petronas,1:44.927,+1.940s,30
15,6,Eddie IrvineIRV,Ferrari,1:44.988,+2.001s,20
16,16,Johnny HerbertHER,Sauber Petronas,1:45.082,+2.095s,17
17,23,Jan MagnussenMAG,Stewart Ford,1:45.446,+2.459s,22
18,2,Pedro DinizDIN,Arrows Yamaha,1:45.454,+2.467s,20
19,19,Mika SaloSAL,Tyrrell Ford,1:45.983,+2.996s,25
20,18,Jos VerstappenVER,Tyrrell Ford,1:46.548,+3.561s,28
21,20,Ukyo KatayamaKAT,Minardi Hart,1:46.569,+3.582s,25
22,21,Tarso MarquesMAR,Minardi Hart,1:46.800,+3.813s,17
