Pos,No,Driver,Car,Time,Gap,Laps
1,2,Pedro DinizDIN,Arrows Yamaha,1:10.782,,30
2,23,Jan MagnussenMAG,Stewart Ford,1:10.785,+0.003s,27
3,3,Jacques VilleneuveVIL,Williams Renault,1:10.798,+0.016s,29
4,14,Jarno TrulliTRU,Prost Mugen Honda,1:10.815,+0.033s,30
5,6,Eddie IrvineIRV,Ferrari,1:10.824,+0.042s,30
6,9,Mika HakkinenHAK,McLaren Mercedes,1:10.872,+0.090s,29
7,5,Michael SchumacherMSC,Ferrari,1:11.018,+0.236s,26
8,4,Heinz-Harald FrentzenFRE,Williams Renault,1:11.300,+0.518s,19
9,7,Jean AlesiALE,Benetton Renault,1:11.346,+0.564s,30
10,22,Rubens BarrichelloBAR,Stewart Ford,1:11.387,+0.605s,27
11,1,Damon HillHIL,Arrows Yamaha,1:11.471,+0.689s,30
12,16,Johnny HerbertHER,Sauber Petronas,1:11.513,+0.731s,28
13,15,Shinji NakanoNAK,Prost Mugen Honda,1:11.698,+0.916s,30
14,10,David CoulthardCOU,McLaren Mercedes,1:11.752,+0.970s,21
15,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:11.927,+1.145s,30
16,11,Ralf SchumacherRSC,Jordan Peugeot,1:11.933,+1.151s,26
17,8,Gerhard BergerBER,Benetton Renault,1:12.109,+1.327s,30
18,20,Ukyo KatayamaKAT,Minardi Hart,1:12.285,+1.503s,30
19,17,Gianni MorbidelliMOR,Sauber Petronas,1:12.561,+1.779s,30
20,21,Tarso MarquesMAR,Minardi Hart,1:13.038,+2.256s,30
21,18,Jos VerstappenVER,Tyrrell Ford,1:13.187,+2.405s,29
22,19,Mika SaloSAL,Tyrrell Ford,1:13.574,+2.792s,30
