Pos,No,Driver,Car,Time,Gap,Laps
1,4,Heinz-Harald FrentzenFRE,Williams Renault,1:17.158,,30
2,9,Mika HakkinenHAK,McLaren Mercedes,1:17.220,+0.062s,21
3,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:17.390,+0.232s,30
4,3,Jacques VilleneuveVIL,Williams Renault,1:17.395,+0.237s,26
5,5,Michael SchumacherMSC,Ferrari,1:17.567,+0.409s,26
6,8,Gerhard BergerBER,Benetton Renault,1:17.778,+0.620s,29
7,22,Rubens BarrichelloBAR,Stewart Ford,1:17.778,+0.620s,30
8,10,David CoulthardCOU,McLaren Mercedes,1:17.884,+0.726s,12
9,11,Ralf SchumacherRSC,Jordan Peugeot,1:17.948,+0.790s,28
10,16,Johnny HerbertHER,Sauber Petronas,1:17.953,+0.795s,30
11,14,Olivier PanisPAN,Prost Mugen Honda,1:18.106,+0.948s,30
12,23,Jan MagnussenMAG,Stewart Ford,1:18.167,+1.009s,24
13,1,Damon HillHIL,Arrows Yamaha,1:18.180,+1.022s,30
14,7,Jean AlesiALE,Benetton Renault,1:18.233,+1.075s,23
15,2,Pedro DinizDIN,Arrows Yamaha,1:18.788,+1.630s,29
16,15,Shinji NakanoNAK,Prost Mugen Honda,1:19.031,+1.873s,30
17,6,Eddie IrvineIRV,Ferrari,1:19.139,+1.981s,16
18,19,Mika SaloSAL,Tyrrell Ford,1:19.490,+2.332s,29
19,21,Tarso MarquesMAR,Minardi Hart,1:19.609,+2.451s,29
20,20,Ukyo KatayamaKAT,Minardi Hart,1:19.883,+2.725s,29
21,18,Jos VerstappenVER,Tyrrell Ford,1:20.064,+2.906s,29
22,17,Gianni MorbidelliMOR,Sauber Petronas,1:20.256,+3.098s,22
