Pos,No,Driver,Car,Time,Gap,Laps
1,4,Heinz-Harald FrentzenFRE,Williams Renault,1:18.370,,29
2,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:18.560,+0.190s,26
3,3,Jacques VilleneuveVIL,Williams Renault,1:18.612,+0.242s,29
4,9,Mika HakkinenHAK,McLaren Mercedes,1:18.748,+0.378s,27
5,7,Jean AlesiALE,Benetton Renault,1:18.950,+0.580s,30
6,10,David CoulthardCOU,McLaren Mercedes,1:19.192,+0.822s,23
7,5,Michael SchumacherMSC,Ferrari,1:19.265,+0.895s,27
8,11,Ralf SchumacherRSC,Jordan Peugeot,1:19.380,+1.010s,27
9,6,Eddie IrvineIRV,Ferrari,1:19.563,+1.193s,28
10,8,Gerhard BergerBER,Benetton Renault,1:19.788,+1.418s,24
11,2,Pedro DinizDIN,Arrows Yamaha,1:19.947,+1.577s,26
12,1,Damon HillHIL,Arrows Yamaha,1:20.287,+1.917s,28
13,22,Rubens BarrichelloBAR,Stewart Ford,1:20.338,+1.968s,24
14,17,Nicola LariniLAR,Sauber Petronas,1:20.459,+2.089s,29
15,19,Mika SaloSAL,Tyrrell Ford,1:20.516,+2.146s,30
16,23,Jan MagnussenMAG,Stewart Ford,1:20.764,+2.394s,23
17,16,Johnny HerbertHER,Sauber Petronas,1:20.976,+2.606s,18
18,18,Jos VerstappenVER,Tyrrell Ford,1:21.124,+2.754s,15
19,21,Jarno TrulliTRU,Minardi Hart,1:21.849,+3.479s,29
20,15,Shinji NakanoNAK,Prost Mugen Honda,1:21.923,+3.553s,28
21,14,Olivier PanisPAN,Prost Mugen Honda,1:22.008,+3.638s,13
22,20,Ukyo KatayamaKAT,Minardi Hart,1:22.076,+3.706s,30
