Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Sebastian VettelVET,Red Bull Racing Renault,58,1:30:17.558,25
2,2,Mark WebberWEB,Red Bull Racing Renault,58,+8.807s,18
3,5,Fernando AlonsoALO,Ferrari,58,+10.075s,15
4,3,Lewis HamiltonHAM,McLaren Mercedes,58,+40.232s,12
5,8,Nico RosbergROS,Mercedes,58,+47.539s,10
6,4,Jenson ButtonBUT,McLaren Mercedes,58,+59.431s,8
7,9,Nick HeidfeldHEI,Renault,58,+60.857s,6
8,10,Vitaly PetrovPET,Renault,58,+68.168s,4
9,18,Sebastien BuemiBUE,STR Ferrari,58,+69.394s,2
10,16,Kamui KobayashiKOB,Sauber Ferrari,58,+78.021s,1
11,6,Felipe MassaMAS,Ferrari,58,+79.823s,0
12,7,Michael SchumacherMSC,Mercedes,58,+85.444s,0
13,14,Adrian SutilSUT,Force India Mercedes,57,+1 lap,0
14,17,Sergio PerezPER,Sauber Ferrari,57,+1 lap,0
15,11,Rubens BarrichelloBAR,Williams Cosworth,57,+1 lap,0
16,19,Jaime AlguersuariALG,STR Ferrari,57,+1 lap,0
17,12,Pastor MaldonadoMAL,Williams Cosworth,57,+1 lap,0
18,21,Jarno TrulliTRU,Lotus Renault,57,+1 lap,0
19,20,Heikki KovalainenKOV,Lotus Renault,56,+2 laps,0
20,25,Jerome d'AmbrosioDAM,Virgin Cosworth,56,+2 laps,0
21,22,Narain KarthikeyanKAR,HRT Cosworth,55,+3 laps,0
22,23,Vitantonio LiuzziLIU,HRT Cosworth,53,+5 laps,0
NC,15,Paul di RestaDIR,Force India Mercedes,44,DNF,0
NC,24,Timo GlockGLO,Virgin Cosworth,,DNS,0
