Pos,No,Driver,Car,Laps,Time/retired,Pts
1,4,Jenson ButtonBUT,McLaren Mercedes,53,1:30:53.427,25
2,5,Fernando AlonsoALO,Ferrari,53,+1.160s,18
3,1,Sebastian VettelVET,Red Bull Racing Renault,53,+2.006s,15
4,2,Mark WebberWEB,Red Bull Racing Renault,53,+8.071s,12
5,3,Lewis HamiltonHAM,McLaren Mercedes,53,+24.268s,10
6,7,Michael SchumacherMSC,Mercedes,53,+27.120s,8
7,6,Felipe MassaMAS,Ferrari,53,+28.240s,6
8,17,Sergio PerezPER,Sauber Ferrari,53,+39.377s,4
9,10,Vitaly PetrovPET,Renault,53,+42.607s,2
10,8,Nico RosbergROS,Mercedes,53,+44.322s,1
11,14,Adrian SutilSUT,Force India Mercedes,53,+54.447s,0
12,15,Paul di RestaDIR,Force India Mercedes,53,+62.326s,0
13,16,Kamui KobayashiKOB,Sauber Ferrari,53,+63.705s,0
14,12,Pastor MaldonadoMAL,Williams Cosworth,53,+64.194s,0
15,19,Jaime AlguersuariALG,STR Ferrari,53,+66.623s,0
16,9,Bruno SennaSEN,Renault,53,+72.628s,0
17,11,Rubens BarrichelloBAR,Williams Cosworth,53,+74.191s,0
18,20,Heikki KovalainenKOV,Lotus Renault,53,+87.824s,0
19,21,Jarno TrulliTRU,Lotus Renault,53,+96.140s,0
20,24,Timo GlockGLO,Virgin Cosworth,51,+2 laps,0
21,25,Jerome d'AmbrosioDAM,Virgin Cosworth,51,+2 laps,0
22,22,Daniel RicciardoRIC,HRT Cosworth,51,+2 laps,0
23,23,Vitantonio LiuzziLIU,HRT Cosworth,50,+3 laps,0
NC,18,Sebastien BuemiBUE,STR Ferrari,11,DNF,0
