Pos,No,Driver,Car,Laps,Time/retired,Pts
1,4,Jenson ButtonBUT,McLaren Mercedes,70,4:04:39.537,25
2,1,Sebastian VettelVET,Red Bull Racing Renault,70,+2.709s,18
3,2,Mark WebberWEB,Red Bull Racing Renault,70,+13.828s,15
4,7,Michael SchumacherMSC,Mercedes,70,+14.219s,12
5,10,Vitaly PetrovPET,Renault,70,+20.395s,10
6,6,Felipe MassaMAS,Ferrari,70,+33.225s,8
7,16,Kamui KobayashiKOB,Sauber Ferrari,70,+33.270s,6
8,19,Jaime AlguersuariALG,STR Ferrari,70,+35.964s,4
9,11,Rubens BarrichelloBAR,Williams Cosworth,70,+45.117s,2
10,18,Sebastien BuemiBUE,STR Ferrari,70,+47.056s,1
11,8,Nico RosbergROS,Mercedes,70,+50.454s,0
12,17,Pedro de la RosaDLR,Sauber Ferrari,70,+63.607s,0
13,23,Vitantonio LiuzziLIU,HRT Cosworth,69,+1 lap,0
14,25,Jerome d'AmbrosioDAM,Virgin Cosworth,69,+1 lap,0
15,24,Timo GlockGLO,Virgin Cosworth,69,+1 lap,0
16,21,Jarno TrulliTRU,Lotus Renault,69,+1 lap,0
17,22,Narain KarthikeyanKAR,HRT Cosworth,69,+1 lap,0
18,15,Paul di RestaDIR,Force India Mercedes,67,DNF,0
NC,12,Pastor MaldonadoMAL,Williams Cosworth,61,DNF,0
NC,9,Nick HeidfeldHEI,Renault,55,DNF,0
NC,14,Adrian SutilSUT,Force India Mercedes,49,DNF,0
NC,5,Fernando AlonsoALO,Ferrari,36,DNF,0
NC,20,Heikki KovalainenKOV,Lotus Renault,28,DNF,0
NC,3,Lewis HamiltonHAM,McLaren Mercedes,7,DNF,0
