Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Lewis HamiltonHAM,McLaren Mercedes,55,1:37:11.886,25
2,5,Fernando AlonsoALO,Ferrari,55,+8.457s,18
3,4,Jenson ButtonBUT,McLaren Mercedes,55,+25.881s,15
4,2,Mark WebberWEB,Red Bull Racing Renault,55,+35.784s,12
5,6,Felipe MassaMAS,Ferrari,55,+50.578s,10
6,8,Nico RosbergROS,Mercedes,55,+52.317s,8
7,7,Michael SchumacherMSC,Mercedes,55,+75.964s,6
8,14,Adrian SutilSUT,Force India Mercedes,55,+77.122s,4
9,15,Paul di RestaDIR,Force India Mercedes,55,+101.087s,2
10,16,Kamui KobayashiKOB,Sauber Ferrari,54,+1 lap,1
11,17,Sergio PerezPER,Sauber Ferrari,54,+1 lap,0
12,11,Rubens BarrichelloBAR,Williams Cosworth,54,+1 lap,0
13,10,Vitaly PetrovPET,Renault,54,+1 lap,0
14,12,Pastor MaldonadoMAL,Williams Cosworth,54,+1 lap,0
15,19,Jaime AlguersuariALG,STR Ferrari,54,+1 lap,0
16,9,Bruno SennaSEN,Renault,54,+1 lap,0
17,20,Heikki KovalainenKOV,Lotus Renault,54,+1 lap,0
18,21,Jarno TrulliTRU,Lotus Renault,53,+2 laps,0
19,24,Timo GlockGLO,Virgin Cosworth,53,+2 laps,0
20,23,Vitantonio LiuzziLIU,HRT Cosworth,53,+2 laps,0
NC,22,Daniel RicciardoRIC,HRT Cosworth,48,DNF,0
NC,18,Sebastien BuemiBUE,STR Ferrari,19,DNF,0
NC,25,Jerome d'AmbrosioDAM,Virgin Cosworth,18,DNF,0
NC,1,Sebastian VettelVET,Red Bull Racing Renault,1,DNF,0
