Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Sebastian VettelVET,Red Bull Racing Renault,44,1:26:44.893,25
2,2,Mark WebberWEB,Red Bull Racing Renault,44,+3.741s,18
3,4,Jenson ButtonBUT,McLaren Mercedes,44,+9.669s,15
4,5,Fernando AlonsoALO,Ferrari,44,+13.022s,12
5,7,Michael SchumacherMSC,Mercedes,44,+47.464s,10
6,8,Nico RosbergROS,Mercedes,44,+48.674s,8
7,14,Adrian SutilSUT,Force India Mercedes,44,+59.713s,6
8,6,Felipe MassaMAS,Ferrari,44,+66.076s,4
9,10,Vitaly PetrovPET,Renault,44,+71.917s,2
10,12,Pastor MaldonadoMAL,Williams Cosworth,44,+77.615s,1
11,15,Paul di RestaDIR,Force India Mercedes,44,+83.994s,0
12,16,Kamui KobayashiKOB,Sauber Ferrari,44,+91.976s,0
13,9,Bruno SennaSEN,Renault,44,+92.985s,0
14,21,Jarno TrulliTRU,Lotus Renault,43,+1 lap,0
15,20,Heikki KovalainenKOV,Lotus Renault,43,+1 lap,0
16,11,Rubens BarrichelloBAR,Williams Cosworth,43,+1 lap,0
17,25,Jerome d'AmbrosioDAM,Virgin Cosworth,43,+1 lap,0
18,24,Timo GlockGLO,Virgin Cosworth,43,+1 lap,0
19,23,Vitantonio LiuzziLIU,HRT Cosworth,43,+1 lap,0
NC,17,Sergio PerezPER,Sauber Ferrari,27,DNF,0
NC,22,Daniel RicciardoRIC,HRT Cosworth,13,DNF,0
NC,3,Lewis HamiltonHAM,McLaren Mercedes,12,DNF,0
NC,18,Sebastien BuemiBUE,STR Ferrari,6,DNF,0
NC,19,Jaime AlguersuariALG,STR Ferrari,0,DNF,0
