Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Lewis HamiltonHAM,McLaren Mercedes,56,1:36:58.226,25
2,1,Sebastian VettelVET,Red Bull Racing Renault,56,+5.198s,18
3,2,Mark WebberWEB,Red Bull Racing Renault,56,+7.555s,15
4,4,Jenson ButtonBUT,McLaren Mercedes,56,+10.000s,12
5,8,Nico RosbergROS,Mercedes,56,+13.448s,10
6,6,Felipe MassaMAS,Ferrari,56,+15.840s,8
7,5,Fernando AlonsoALO,Ferrari,56,+30.622s,6
8,7,Michael SchumacherMSC,Mercedes,56,+31.026s,4
9,10,Vitaly PetrovPET,Renault,56,+57.404s,2
10,16,Kamui KobayashiKOB,Sauber Ferrari,56,+63.273s,1
11,15,Paul di RestaDIR,Force India Mercedes,56,+68.757s,0
12,9,Nick HeidfeldHEI,Renault,56,+72.739s,0
13,11,Rubens BarrichelloBAR,Williams Cosworth,56,+90.189s,0
14,18,Sebastien BuemiBUE,STR Ferrari,56,+90.671s,0
15,14,Adrian SutilSUT,Force India Mercedes,55,+1 lap,0
16,20,Heikki KovalainenKOV,Lotus Renault,55,+1 lap,0
17,17,Sergio PerezPER,Sauber Ferrari,55,+1 lap,0
18,12,Pastor MaldonadoMAL,Williams Cosworth,55,+1 lap,0
19,21,Jarno TrulliTRU,Lotus Renault,55,+1 lap,0
20,25,Jerome d'AmbrosioDAM,Virgin Cosworth,54,+2 laps,0
21,24,Timo GlockGLO,Virgin Cosworth,54,+2 laps,0
22,23,Vitantonio LiuzziLIU,HRT Cosworth,54,+2 laps,0
23,22,Narain KarthikeyanKAR,HRT Cosworth,54,+2 laps,0
NC,19,Jaime AlguersuariALG,STR Ferrari,9,DNF,0
