Pos,No,Driver,Car,Time,Gap,Laps
1,26,Daniil KvyatKVY,Red Bull Racing Renault,1:46.142,,34
2,7,Kimi RäikkönenRAI,Ferrari,1:46.181,+0.039s,34
3,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:46.256,+0.114s,29
4,44,Lewis HamiltonHAM,Mercedes,1:46.479,+0.337s,33
5,5,Sebastian VettelVET,Ferrari,1:46.487,+0.345s,35
6,11,Sergio PerezPER,Force India Mercedes,1:46.659,+0.517s,30
7,6,Nico RosbergROS,Mercedes,1:46.781,+0.639s,34
8,14,Fernando AlonsoALO,McLaren Honda,1:46.959,+0.817s,26
9,27,Nico HulkenbergHUL,Force India Mercedes,1:47.294,+1.152s,35
10,33,Max VerstappenVER,STR Renault,1:47.427,+1.285s,32
11,19,Felipe MassaMAS,Williams Mercedes,1:47.684,+1.542s,28
12,12,Felipe NasrNAS,Sauber Ferrari,1:47.755,+1.613s,26
13,9,Marcus EricssonERI,Sauber Ferrari,1:47.795,+1.653s,33
14,22,Jenson ButtonBUT,McLaren Honda,1:47.888,+1.746s,28
15,55,Carlos SainzSAI,STR Renault,1:48.012,+1.870s,23
16,8,Romain GrosjeanGRO,Lotus Mercedes,1:48.096,+1.954s,32
17,77,Valtteri BottasBOT,Williams Mercedes,1:48.118,+1.976s,28
18,13,Pastor MaldonadoMAL,Lotus Mercedes,1:50.094,+3.952s,30
19,53,Alexander RossiRSI,Marussia Ferrari,1:56.739,+10.597s,9
20,28,Will StevensSTE,Marussia Ferrari,1:59.932,+13.790s,3
