Pos,No,Driver,Car,Time,Gap,Laps
1,6,Nico RosbergROS,Mercedes,1:21.531,,36
2,26,Daniil KvyatKVY,Red Bull Racing Renault,1:21.776,+0.245s,27
3,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:21.868,+0.337s,28
4,44,Lewis HamiltonHAM,Mercedes,1:21.961,+0.430s,33
5,5,Sebastian VettelVET,Ferrari,1:21.984,+0.453s,32
6,7,Kimi RäikkönenRAI,Ferrari,1:22.399,+0.868s,33
7,77,Valtteri BottasBOT,Williams Mercedes,1:22.721,+1.190s,28
8,14,Fernando AlonsoALO,McLaren Honda,1:22.993,+1.462s,36
9,22,Jenson ButtonBUT,McLaren Honda,1:23.109,+1.578s,25
10,19,Felipe MassaMAS,Williams Mercedes,1:23.289,+1.758s,32
11,27,Nico HulkenbergHUL,Force India Mercedes,1:23.290,+1.759s,34
12,13,Pastor MaldonadoMAL,Lotus Mercedes,1:23.363,+1.832s,24
13,55,Carlos SainzSAI,STR Renault,1:23.364,+1.833s,41
14,12,Felipe NasrNAS,Sauber Ferrari,1:23.430,+1.899s,39
15,11,Sergio PerezPER,Force India Mercedes,1:23.597,+2.066s,33
16,8,Romain GrosjeanGRO,Lotus Mercedes,1:23.614,+2.083s,26
17,9,Marcus EricssonERI,Sauber Ferrari,1:24.533,+3.002s,34
18,53,Alexander RossiRSI,Marussia Ferrari,1:25.940,+4.409s,29
19,28,Will StevensSTE,Marussia Ferrari,1:26.968,+5.437s,28
20,33,Max VerstappenVER,STR Renault,,,2
