Pos,No,Driver,Car,Time,Gap,Laps
1,6,Nico RosbergROS,Mercedes,1:41.983,,39
2,44,Lewis HamiltonHAM,Mercedes,1:42.121,+0.138s,31
3,11,Sergio PerezPER,Force India Mercedes,1:42.610,+0.627s,23
4,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:42.647,+0.664s,37
5,5,Sebastian VettelVET,Ferrari,1:42.717,+0.734s,35
6,26,Daniil KvyatKVY,Red Bull Racing Renault,1:42.798,+0.815s,34
7,7,Kimi RäikkönenRAI,Ferrari,1:42.849,+0.866s,36
8,27,Nico HulkenbergHUL,Force India Mercedes,1:42.928,+0.945s,35
9,14,Fernando AlonsoALO,McLaren Honda,1:42.955,+0.972s,31
10,13,Pastor MaldonadoMAL,Lotus Mercedes,1:43.431,+1.448s,37
11,77,Valtteri BottasBOT,Williams Mercedes,1:43.441,+1.458s,32
12,19,Felipe MassaMAS,Williams Mercedes,1:43.506,+1.523s,33
13,33,Max VerstappenVER,STR Renault,1:43.662,+1.679s,40
14,55,Carlos SainzSAI,STR Renault,1:43.854,+1.871s,20
15,8,Romain GrosjeanGRO,Lotus Mercedes,1:43.929,+1.946s,27
16,22,Jenson ButtonBUT,McLaren Honda,1:44.050,+2.067s,32
17,12,Felipe NasrNAS,Sauber Ferrari,1:44.116,+2.133s,37
18,9,Marcus EricssonERI,Sauber Ferrari,1:45.245,+3.262s,28
19,28,Will StevensSTE,Marussia Ferrari,1:46.450,+4.467s,35
20,98,Roberto MerhiMER,Marussia Ferrari,1:47.022,+5.039s,27
