Pos,No,Driver,Car,Time,Gap,Laps
1,19,Felipe MassaMAS,Williams Mercedes,2:00.458,,6
2,5,Sebastian VettelVET,Ferrari,2:00.659,+0.201s,8
3,77,Valtteri BottasBOT,Williams Mercedes,2:00.688,+0.230s,8
4,33,Max VerstappenVER,STR Renault,2:00.806,+0.348s,7
5,14,Fernando AlonsoALO,McLaren Honda,2:01.077,+0.619s,12
6,26,Daniil KvyatKVY,Red Bull Racing Renault,2:01.418,+0.960s,6
7,55,Carlos SainzSAI,STR Renault,2:02.805,+2.347s,7
8,22,Jenson ButtonBUT,McLaren Honda,2:02.845,+2.387s,8
9,6,Nico RosbergROS,Mercedes,,,6
10,9,Marcus EricssonERI,Sauber Ferrari,,,3
11,44,Lewis HamiltonHAM,Mercedes,,,3
12,11,Sergio PerezPER,Force India Mercedes,,,3
13,27,Nico HulkenbergHUL,Force India Mercedes,,,3
14,3,Daniel RicciardoRIC,Red Bull Racing Renault,,,1
