Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:23.949,,36
2,26,Daniil KvyatKVY,Red Bull Racing Renault,1:24.300,+0.351s,29
3,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:24.451,+0.502s,16
4,6,Nico RosbergROS,Mercedes,1:24.668,+0.719s,34
5,7,Kimi RäikkönenRAI,Ferrari,1:25.134,+1.185s,30
6,55,Carlos SainzSAI,STR Renault,1:25.599,+1.650s,37
7,5,Sebastian VettelVET,Ferrari,1:25.660,+1.711s,26
8,14,Fernando AlonsoALO,McLaren Honda,1:25.752,+1.803s,31
9,77,Valtteri BottasBOT,Williams Mercedes,1:25.881,+1.932s,35
10,19,Felipe MassaMAS,Williams Mercedes,1:25.920,+1.971s,31
11,33,Max VerstappenVER,STR Renault,1:25.935,+1.986s,19
12,22,Jenson ButtonBUT,McLaren Honda,1:25.994,+2.045s,32
13,13,Pastor MaldonadoMAL,Lotus Mercedes,1:26.090,+2.141s,36
14,12,Felipe NasrNAS,Sauber Ferrari,1:26.379,+2.430s,36
15,8,Romain GrosjeanGRO,Lotus Mercedes,1:26.442,+2.493s,39
16,9,Marcus EricssonERI,Sauber Ferrari,1:26.831,+2.882s,29
17,98,Roberto MerhiMER,Marussia Ferrari,1:29.113,+5.164s,29
18,28,Will StevensSTE,Marussia Ferrari,1:29.115,+5.166s,28
