Pos,No,Driver,Car,Lap,Time
1,2,David CoulthardCOU,Williams Renault,11,1:46.211
2,0,Damon HillHIL,Williams Renault,9,1:46.303
3,5,Michael SchumacherMSC,Benetton Ford,17,1:47.103
4,28,Gerhard BergerBER,Ferrari,12,1:47.544
5,8,Martin BrundleBRU,McLaren Peugeot,11,1:48.329
6,6,Jos VerstappenVER,Benetton Ford,12,1:49.219
7,26,Olivier PanisPAN,Ligier Renault,11,1:49.253
8,25,Eric BernardBER,Ligier Renault,8,1:49.459
9,3,Ukyo KatayamaKAT,Tyrrell Yamaha,4,1:49.966
10,10,Gianni MorbidelliMOR,Footwork Ford,12,1:49.981
11,9,Christian FittipaldiFIT,Footwork Ford,13,1:49.982
12,20,Erik ComasCOM,Larrousse Ford,9,1:50.409
13,19,Olivier BerettaBER,Larrousse Ford,12,1:50.466
14,32,Jean-Marc GounonGOU,Simtek Ford,17,1:52.023
15,31,David BrabhamBRA,Simtek Ford,18,1:52.364
