Pos,No,Driver,Car,Lap,Time
1,0,Damon HillHIL,Williams Renault,11,1:27.100
2,5,Michael SchumacherMSC,Benetton Ford,8,1:27.335
3,2,David CoulthardCOU,Williams Renault,7,1:27.889
4,28,Gerhard BergerBER,Ferrari,18,1:28.603
5,4,Mark BlundellBLU,Tyrrell Yamaha,13,1:28.659
6,27,Jean AlesiALE,Ferrari,23,1:29.181
7,14,Rubens BarrichelloBAR,Jordan Hart,11,1:29.197
8,7,Mika HakkinenHAK,McLaren Peugeot,24,1:29.406
9,3,Ukyo KatayamaKAT,Tyrrell Yamaha,8,1:29.556
10,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,26,1:29.695
11,6,Jos VerstappenVER,Benetton Ford,8,1:29.876
12,26,Olivier PanisPAN,Ligier Renault,8,1:29.993
13,10,Gianni MorbidelliMOR,Footwork Ford,4,1:30.587
14,9,Christian FittipaldiFIT,Footwork Ford,26,1:30.683
15,25,Eric BernardBER,Ligier Renault,41,1:30.769
16,24,Michele AlboretoALB,Minardi Ford,17,1:31.136
17,19,Olivier BerettaBER,Larrousse Ford,22,1:31.253
18,23,Pierluigi MartiniMAR,Minardi Ford,7,1:31.481
19,12,Johnny HerbertHER,Lotus Mugen Honda,8,1:31.711
20,20,Erik ComasCOM,Larrousse Ford,12,1:31.741
21,29,Andrea de CesarisDEC,Sauber Mercedes,9,1:32.368
22,31,David BrabhamBRA,Simtek Ford,15,1:32.986
23,32,Jean-Marc GounonGOU,Simtek Ford,14,1:33.127
24,11,Alessandro ZanardiZAN,Lotus Mugen Honda,4,1:34.266
