Pos,No,Driver,Car,Lap,Time
1,2,David CoulthardCOU,Williams Renault,12,1:22.446
2,28,Gerhard BergerBER,Ferrari,3,1:22.935
3,0,Damon HillHIL,Williams Renault,10,1:22.997
4,27,Jean AlesiALE,Ferrari,3,1:23.236
5,3,Ukyo KatayamaKAT,Tyrrell Yamaha,4,1:23.419
6,6,Jos VerstappenVER,Benetton Ford,58,1:23.702
7,14,Rubens BarrichelloBAR,Jordan Hart,69,1:23.806
8,7,Mika HakkinenHAK,McLaren Peugeot,6,1:23.819
9,15,Eddie IrvineIRV,Jordan Hart,61,1:23.930
10,25,Eric BernardBER,Ligier Renault,7,1:24.069
11,10,Gianni MorbidelliMOR,Footwork Ford,6,1:24.275
12,8,Martin BrundleBRU,McLaren Peugeot,60,1:24.325
13,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,4,1:24.550
14,4,Mark BlundellBLU,Tyrrell Yamaha,18,1:24.564
15,9,Christian FittipaldiFIT,Footwork Ford,5,1:24.716
16,5,Jyrki JarvilehtoJAR,Benetton Ford,60,1:24.728
17,12,Johnny HerbertHER,Lotus Mugen Honda,3,1:24.748
18,26,Olivier PanisPAN,Ligier Renault,42,1:24.804
19,29,Andrea de CesarisDEC,Sauber Mercedes,10,1:25.568
20,23,Pierluigi MartiniMAR,Minardi Ford,15,1:25.690
21,31,David BrabhamBRA,Simtek Ford,19,1:25.760
22,32,Jean-Marc GounonGOU,Simtek Ford,19,1:26.192
23,19,Yannick DalmasDAL,Larrousse Ford,58,1:26.288
24,24,Michele AlboretoALB,Minardi Ford,39,1:26.577
25,20,Erik ComasCOM,Larrousse Ford,4,1:26.786
26,11,Philippe AdamsADA,Lotus Mugen Honda,4,1:27.082
