Pos,No,Driver,Car,Lap,Time,Avg speed
1,4,Eddie IrvineIRV,Ferrari,62,1:20.382,197.999
2,3,Michael SchumacherMSC,Ferrari,28,1:20.709,197.197
3,2,David CoulthardCOU,McLaren Mercedes,35,1:20.961,196.583
4,1,Mika HakkinenHAK,McLaren Mercedes,28,1:21.047,196.374
5,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,65,1:21.284,195.802
6,9,Giancarlo FisichellaFIS,Benetton Playlife,65,1:21.345,195.655
7,12,Pedro DinizDIN,Sauber Petronas,63,1:21.864,194.415
8,6,Ralf SchumacherRSC,Williams Supertec,28,1:22.002,194.087
9,17,Johnny HerbertHER,Stewart Ford,64,1:22.078,193.908
10,18,Olivier PanisPAN,Prost Peugeot,57,1:22.100,193.856
11,22,Jacques VilleneuveVIL,BAR Supertec,29,1:22.283,193.425
12,15,Toranosuke TakagiTAK,Arrows,26,1:22.792,192.235
13,21,Marc GeneGEN,Minardi Ford,60,1:22.888,192.013
14,14,Pedro de la RosaDLR,Arrows,19,1:23.280,191.109
15,20,Luca BadoerBAD,Minardi Ford,32,1:23.394,190.848
16,5,Alessandro ZanardiZAN,Williams Supertec,27,1:23.442,190.738
17,16,Rubens BarrichelloBAR,Stewart Ford,11,1:23.785,189.957
18,7,Damon HillHIL,Jordan Mugen Honda,12,1:23.953,189.577
19,23,Ricardo ZontaZON,BAR Supertec,2,2:03.038,129.355
