Pos,No,Driver,Car,Lap,Time,Avg speed
1,1,Mika HakkinenHAK,McLaren Mercedes,70,1:18.448,196.961
2,3,Michael SchumacherMSC,Ferrari,65,1:18.616,196.540
3,4,Eddie IrvineIRV,Ferrari,63,1:18.816,196.041
4,11,Jean AlesiALE,Sauber Petronas,25,1:18.897,195.840
5,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,61,1:19.009,195.562
6,2,David CoulthardCOU,McLaren Mercedes,3,1:19.310,194.820
7,18,Olivier PanisPAN,Prost Peugeot,29,1:19.386,194.633
8,6,Ralf SchumacherRSC,Williams Supertec,67,1:19.395,194.611
9,16,Rubens BarrichelloBAR,Stewart Ford,25,1:19.477,194.410
10,10,Alexander WurzWUR,Benetton Playlife,65,1:20.145,192.790
11,17,Johnny HerbertHER,Stewart Ford,14,1:20.324,192.360
12,9,Giancarlo FisichellaFIS,Benetton Playlife,35,1:20.484,191.978
13,22,Jacques VilleneuveVIL,BAR Supertec,39,1:20.727,191.400
14,12,Pedro DinizDIN,Sauber Petronas,30,1:20.833,191.149
15,19,Jarno TrulliTRU,Prost Peugeot,15,1:20.969,190.828
16,7,Damon HillHIL,Jordan Mugen Honda,9,1:21.140,190.426
17,20,Stephane SarrazinSAR,Minardi Ford,20,1:21.225,190.227
18,5,Alessandro ZanardiZAN,Williams Supertec,8,1:21.473,189.648
19,15,Toranosuke TakagiTAK,Arrows,37,1:21.598,189.357
20,14,Pedro de la RosaDLR,Arrows,36,1:21.698,189.125
21,21,Marc GeneGEN,Minardi Ford,60,1:21.731,189.049
