Pos,No,Driver,Car,Lap,Time,Avg speed
1,6,Ralf SchumacherRSC,Williams Supertec,48,1:25.579,242.723
2,3,Mika SaloSAL,Ferrari,44,1:25.630,242.578
3,16,Rubens BarrichelloBAR,Stewart Ford,51,1:25.825,242.027
4,2,David CoulthardCOU,McLaren Mercedes,32,1:25.832,242.007
5,11,Jean AlesiALE,Sauber Petronas,52,1:25.911,241.785
6,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,32,1:25.917,241.768
7,18,Olivier PanisPAN,Prost Peugeot,31,1:25.953,241.666
8,5,Alessandro ZanardiZAN,Williams Supertec,51,1:26.047,241.402
9,1,Mika HakkinenHAK,McLaren Mercedes,24,1:26.060,241.366
10,17,Johnny HerbertHER,Stewart Ford,18,1:26.253,240.826
11,22,Jacques VilleneuveVIL,BAR Supertec,48,1:26.338,240.589
12,7,Damon HillHIL,Jordan Mugen Honda,41,1:26.342,240.578
13,4,Eddie IrvineIRV,Ferrari,48,1:26.387,240.452
14,19,Jarno TrulliTRU,Prost Peugeot,23,1:26.493,240.158
15,23,Ricardo ZontaZON,BAR Supertec,24,1:26.945,238.909
16,10,Alexander WurzWUR,Benetton Playlife,6,1:28.338,235.142
17,14,Pedro de la RosaDLR,Arrows,15,1:28.516,234.669
18,20,Luca BadoerBAD,Minardi Ford,10,1:28.914,233.619
19,15,Toranosuke TakagiTAK,Arrows,12,1:29.216,232.828
