Pos,No,Driver,Car,Lap,Time,Avg speed
1,3,Michael SchumacherMSC,Ferrari,25,1:40.267,
2,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,53,1:40.631,198.260
3,16,Rubens BarrichelloBAR,Stewart Ford,55,1:40.810,197.908
4,9,Giancarlo FisichellaFIS,Benetton Playlife,36,1:40.960,197.614
5,1,Mika HakkinenHAK,McLaren Mercedes,49,1:41.103,197.335
6,4,Eddie IrvineIRV,Ferrari,38,1:41.254,197.041
7,11,Jean AlesiALE,Sauber Petronas,56,1:41.328,196.897
8,17,Johnny HerbertHER,Stewart Ford,50,1:41.383,196.790
9,12,Pedro DinizDIN,Sauber Petronas,20,1:41.639,196.294
10,22,Jacques VilleneuveVIL,BAR Supertec,35,1:41.769,196.043
11,10,Alexander WurzWUR,Benetton Playlife,36,1:41.950,195.695
12,5,Alessandro ZanardiZAN,Williams Supertec,27,1:42.056,195.492
13,21,Marc GeneGEN,Minardi Ford,54,1:42.490,194.664
14,2,David CoulthardCOU,McLaren Mercedes,11,1:42.940,193.813
15,14,Pedro de la RosaDLR,Arrows,22,1:43.885,192.050
16,20,Luca BadoerBAD,Minardi Ford,9,1:46.367,187.569
17,6,Ralf SchumacherRSC,Williams Supertec,5,1:46.418,187.479
18,15,Toranosuke TakagiTAK,Arrows,4,1:46.441,187.439
19,23,Ricardo ZontaZON,BAR Supertec,2,1:46.444,187.433
20,18,Olivier PanisPAN,Prost Peugeot,4,1:46.874,186.679
