Pos,No,Driver,Car,Lap,Time,Avg speed
1,2,David CoulthardCOU,McLaren Mercedes,8,1:19.227,193.115
2,1,Mika HakkinenHAK,McLaren Mercedes,20,1:19.758,191.830
3,6,Ralf SchumacherRSC,Williams Supertec,19,1:20.313,190.504
4,4,Eddie IrvineIRV,Ferrari,17,1:20.328,190.469
5,11,Jean AlesiALE,Sauber Petronas,17,1:20.848,189.244
6,16,Rubens BarrichelloBAR,Stewart Ford,4,1:20.878,189.173
7,23,Ricardo ZontaZON,BAR Supertec,19,1:20.881,189.166
8,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,17,1:20.994,188.902
9,3,Michael SchumacherMSC,Ferrari,12,1:21.014,188.856
10,19,Jarno TrulliTRU,Prost Peugeot,15,1:21.330,188.122
11,18,Olivier PanisPAN,Prost Peugeot,20,1:21.403,187.953
12,10,Alexander WurzWUR,Benetton Playlife,19,1:21.409,187.939
13,9,Giancarlo FisichellaFIS,Benetton Playlife,19,1:21.423,187.907
14,22,Jacques VilleneuveVIL,BAR Supertec,18,1:21.461,187.819
15,5,Alessandro ZanardiZAN,Williams Supertec,19,1:21.983,186.624
16,7,Damon HillHIL,Jordan Mugen Honda,19,1:22.021,186.537
17,14,Pedro de la RosaDLR,Arrows,19,1:22.535,185.375
18,12,Pedro DinizDIN,Sauber Petronas,3,1:22.629,185.165
19,15,Toranosuke TakagiTAK,Arrows,19,1:22.664,185.086
20,21,Marc GeneGEN,Minardi Ford,13,1:22.844,184.684
21,20,Luca BadoerBAD,Minardi Ford,16,1:22.900,184.559
22,17,Johnny HerbertHER,Stewart Ford,3,1:25.608,178.721
