Pos,No,Driver,Car,Lap,Time
1,6,Riccardo PatresePAT,Williams Renault,47,1:32.507
2,19,Alessandro NanniniNAN,Benetton Ford,42,1:33.361
3,1,Ayrton SennaSEN,McLaren Honda,55,1:33.685
4,9,Derek WarwickWAR,Arrows Ford,41,1:33.699
5,15,Mauricio GugelminGUG,March Judd,46,1:33.774
6,27,Nigel MansellMAN,Ferrari,57,1:33.948
7,20,Johnny HerbertHER,Benetton Ford,45,1:34.164
8,16,Ivan CapelliCAP,March Judd,18,1:34.479
9,7,Martin BrundleBRU,Brabham Judd,26,1:35.286
10,3,Jonathan  PalmerPAL,Tyrrell Ford,43,1:35.327
11,2,Alain ProstPRO,McLaren Honda,17,1:35.341
12,22,Andrea de CesarisDEC,Dallara Ford,40,1:35.402
13,5,Thierry BoutsenBOU,Williams Renault,2,1:35.696
14,26,Olivier GrouillardGRO,Ligier Ford,46,1:35.807
15,38,Christian DannerDAN,Rial Ford,43,1:36.199
16,10,Eddie  CheeverCHE,Arrows Ford,22,1:36.394
17,4,Michele AlboretoALB,Tyrrell Ford,58,1:36.747
18,12,Satoru NakajimaNAK,Lotus Judd,41,1:36.932
19,8,Stefano ModenaMOD,Brabham Judd,7,1:37.470
20,11,Nelson PiquetPIQ,Lotus Judd,3,1:37.665
21,34,Bernd SchneiderSCH,Zakspeed Yamaha,20,1:37.789
22,17,Nicola LariniLAR,Osella Ford,5,1:38.682
23,30,Philippe AlliotALL,Lola Lamborghini,41,1:38.740
24,23,Pierluigi MartiniMAR,Minardi Ford,2,1:46.060
