Pos,No,Driver,Car,Lap,Time
1,27,Nigel MansellMAN,Ferrari,57,1:12.017
2,2,Alain ProstPRO,McLaren Honda,58,1:12.193
3,19,Alessandro NanniniNAN,Benetton Ford,54,1:12.397
4,28,Gerhard BergerBER,Ferrari,29,1:13.477
5,11,Nelson PiquetPIQ,Lotus Judd,55,1:13.565
6,15,Mauricio GugelminGUG,March Judd,27,1:13.735
7,1,Ayrton SennaSEN,McLaren Honda,10,1:13.737
8,16,Ivan CapelliCAP,March Judd,8,1:14.224
9,5,Thierry BoutsenBOU,Williams Renault,57,1:14.248
10,23,Pierluigi MartiniMAR,Minardi Ford,55,1:14.388
11,26,Olivier GrouillardGRO,Ligier Ford,54,1:14.446
12,37,Bertrand GachotGAC,Onyx Ford,62,1:14.484
13,24,Luis Perez-SalaPER,Minardi Ford,61,1:14.492
14,6,Riccardo PatresePAT,Williams Renault,17,1:14.586
15,12,Satoru NakajimaNAK,Lotus Judd,57,1:14.720
16,20,Emanuele PirroPIR,Benetton Ford,61,1:15.293
17,7,Martin BrundleBRU,Brabham Judd,49,1:15.363
18,30,Philippe AlliotALL,Lola Lamborghini,34,1:15.405
19,9,Derek WarwickWAR,Arrows Ford,60,1:15.443
20,8,Stefano ModenaMOD,Brabham Judd,31,1:15.489
21,4,Jean AlesiALE,Tyrrell Ford,26,1:15.519
22,3,Jonathan  PalmerPAL,Tyrrell Ford,27,1:15.931
23,29,Eric BernardBER,Lola Lamborghini,4,1:16.264
24,17,Nicola LariniLAR,Osella Ford,22,1:16.901
25,22,Andrea de CesarisDEC,Dallara Ford,3,1:18.076
26,31,Roberto MorenoMOR,Coloni Ford,2,1:20.498
