Pos,No,Driver,Car,Lap,Time
1,1,Ayrton SennaSEN,McLaren Honda,43,1:45.884
2,2,Alain ProstPRO,McLaren Honda,42,1:45.977
3,27,Nigel MansellMAN,Ferrari,21,1:48.722
4,28,Gerhard BergerBER,Ferrari,10,1:48.931
5,20,Emanuele PirroPIR,Benetton Ford,25,1:49.005
6,12,Satoru NakajimaNAK,Lotus Judd,33,1:49.311
7,19,Alessandro NanniniNAN,Benetton Ford,4,1:49.665
8,6,Riccardo PatresePAT,Williams Renault,20,1:49.910
9,11,Nelson PiquetPIQ,Lotus Judd,36,1:49.917
10,10,Eddie  CheeverCHE,Arrows Ford,34,1:50.216
11,15,Mauricio GugelminGUG,March Judd,19,1:50.493
12,23,Pierluigi MartiniMAR,Minardi Ford,33,1:50.676
13,4,Jean AlesiALE,Tyrrell Ford,30,1:50.817
14,9,Derek WarwickWAR,Arrows Ford,34,1:50.899
15,7,Martin BrundleBRU,Brabham Judd,43,1:51.012
16,5,Thierry BoutsenBOU,Williams Renault,4,1:51.168
17,16,Ivan CapelliCAP,March Judd,30,1:51.362
18,22,Andrea de CesarisDEC,Dallara Ford,31,1:51.495
19,8,Stefano ModenaMOD,Brabham Judd,15,1:52.562
20,30,Philippe AlliotALL,Lola Lamborghini,19,1:52.638
21,3,Jonathan  PalmerPAL,Tyrrell Ford,9,1:52.888
22,21,Alex CaffiCAF,Dallara Ford,2,1:53.417
23,36,Stefan JohanssonJOH,Onyx Ford,7,1:53.686
24,25,Rene ArnouxARN,Ligier Ford,7,1:53.907
25,29,Michele AlboretoALB,Lola Lamborghini,1,2:10.370
