Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Sebastian VettelVET,Ferrari,78,1:44:44.340,25
2,7,Kimi RäikkönenRAI,Ferrari,78,+3.145s,18
3,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,78,+3.745s,15
4,77,Valtteri BottasBOT,Mercedes,78,+5.517s,12
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,78,+6.199s,10
6,55,Carlos SainzSAI,Toro Rosso,78,+12.038s,8
7,44,Lewis HamiltonHAM,Mercedes,78,+15.801s,6
8,8,Romain GrosjeanGRO,Haas Ferrari,78,+18.150s,4
9,19,Felipe MassaMAS,Williams Mercedes,78,+19.445s,2
10,20,Kevin MagnussenMAG,Haas Ferrari,78,+21.443s,1
11,30,Jolyon PalmerPAL,Renault,78,+22.737s,0
12,31,Esteban OconOCO,Force India Mercedes,78,+23.725s,0
13,11,Sergio PerezPER,Force India Mercedes,78,+49.089s,0
14,26,Daniil KvyatKVY,Toro Rosso,71,DNF,0
15,18,Lance StrollSTR,Williams Mercedes,71,DNF,0
NC,2,Stoffel VandoorneVAN,McLaren Honda,66,DNF,0
NC,9,Marcus EricssonERI,Sauber Ferrari,63,DNF,0
NC,22,Jenson ButtonBUT,McLaren Honda,57,DNF,0
NC,94,Pascal WehrleinWEH,Sauber Ferrari,57,DNF,0
NC,27,Nico HulkenbergHUL,Renault,15,DNF,0
