Pos,No,Driver,Car,Laps,Time/retired,Pts
1,33,Max VerstappenVER,Red Bull Racing TAG Heuer,56,1:30:01.290,25
2,44,Lewis HamiltonHAM,Mercedes,56,+12.770s,18
3,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,56,+22.519s,15
4,5,Sebastian VettelVET,Ferrari,56,+37.362s,12
5,77,Valtteri BottasBOT,Mercedes,56,+56.021s,10
6,11,Sergio PerezPER,Force India Mercedes,56,+78.630s,8
7,2,Stoffel VandoorneVAN,McLaren Honda,55,+1 lap,6
8,18,Lance StrollSTR,Williams Mercedes,55,+1 lap,4
9,19,Felipe MassaMAS,Williams Mercedes,55,+1 lap,2
10,31,Esteban OconOCO,Force India Mercedes,55,+1 lap,1
11,14,Fernando AlonsoALO,McLaren Honda,55,+1 lap,0
12,20,Kevin MagnussenMAG,Haas Ferrari,55,+1 lap,0
13,8,Romain GrosjeanGRO,Haas Ferrari,55,+1 lap,0
14,10,Pierre GaslyGAS,Toro Rosso,55,+1 lap,0
15,30,Jolyon PalmerPAL,Renault,55,+1 lap,0
16,27,Nico HulkenbergHUL,Renault,55,+1 lap,0
17,94,Pascal WehrleinWEH,Sauber Ferrari,55,+1 lap,0
18,9,Marcus EricssonERI,Sauber Ferrari,54,+2 laps,0
NC,55,Carlos SainzSAI,Toro Rosso,29,DNF,0
NC,7,Kimi RäikkönenRAI,Ferrari,0,DNS,0
