Pos,No,Driver,Car,Laps,Time/retired,Pts
1,77,Valtteri BottasBOT,Mercedes,55,1:34:14.062,25
2,44,Lewis HamiltonHAM,Mercedes,55,+3.899s,18
3,5,Sebastian VettelVET,Ferrari,55,+19.330s,15
4,7,Kimi RäikkönenRAI,Ferrari,55,+45.386s,12
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,55,+46.269s,10
6,27,Nico HulkenbergHUL,Renault,55,+85.713s,8
7,11,Sergio PerezPER,Force India Mercedes,55,+92.062s,6
8,31,Esteban OconOCO,Force India Mercedes,55,+98.911s,4
9,14,Fernando AlonsoALO,McLaren Honda,54,+1 lap,2
10,19,Felipe MassaMAS,Williams Mercedes,54,+1 lap,1
11,8,Romain GrosjeanGRO,Haas Ferrari,54,+1 lap,0
12,2,Stoffel VandoorneVAN,McLaren Honda,54,+1 lap,0
13,20,Kevin MagnussenMAG,Haas Ferrari,54,+1 lap,0
14,94,Pascal WehrleinWEH,Sauber Ferrari,54,+1 lap,0
15,28,Brendon HartleyHAR,Toro Rosso,54,+1 lap,0
16,10,Pierre GaslyGAS,Toro Rosso,54,+1 lap,0
17,9,Marcus EricssonERI,Sauber Ferrari,54,+1 lap,0
18,18,Lance StrollSTR,Williams Mercedes,54,+1 lap,0
NC,55,Carlos SainzSAI,Renault,31,DNF,0
NC,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,20,DNF,0
