Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,56,1:33:50.991,25
2,5,Sebastian VettelVET,Ferrari,56,+10.143s,18
3,7,Kimi RäikkönenRAI,Ferrari,56,+15.779s,15
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,56,+16.768s,12
5,77,Valtteri BottasBOT,Mercedes,56,+34.967s,10
6,31,Esteban OconOCO,Force India Mercedes,56,+90.980s,8
7,55,Carlos SainzSAI,Renault,56,+92.944s,6
8,11,Sergio PerezPER,Force India Mercedes,55,+1 lap,4
9,19,Felipe MassaMAS,Williams Mercedes,55,+1 lap,2
10,26,Daniil KvyatKVY,Toro Rosso,55,+1 lap,1
11,18,Lance StrollSTR,Williams Mercedes,55,+1 lap,0
12,2,Stoffel VandoorneVAN,McLaren Honda,55,+1 lap,0
13,39,Brendon HartleyHAR,Toro Rosso,55,+1 lap,0
14,8,Romain GrosjeanGRO,Haas Ferrari,55,+1 lap,0
15,9,Marcus EricssonERI,Sauber Ferrari,55,+1 lap,0
16,20,Kevin MagnussenMAG,Haas Ferrari,55,+1 lap,0
NC,14,Fernando AlonsoALO,McLaren Honda,24,DNF,0
NC,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,14,DNF,0
NC,94,Pascal WehrleinWEH,Sauber Ferrari,5,DNF,0
NC,27,Nico HulkenbergHUL,Renault,3,DNF,0
