Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,51,1:21:27.430,25
2,77,Valtteri BottasBOT,Mercedes,51,+14.063s,18
3,7,Kimi RäikkönenRAI,Ferrari,51,+36.570s,15
4,33,Max VerstappenVER,Red Bull Racing TAG Heuer,51,+52.125s,12
5,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,51,+65.955s,10
6,27,Nico HulkenbergHUL,Renault,51,+68.109s,8
7,5,Sebastian VettelVET,Ferrari,51,+93.989s,6
8,31,Esteban OconOCO,Force India Mercedes,50,+1 lap,4
9,11,Sergio PerezPER,Force India Mercedes,50,+1 lap,2
10,19,Felipe MassaMAS,Williams Mercedes,50,+1 lap,1
11,2,Stoffel VandoorneVAN,McLaren Honda,50,+1 lap,0
12,20,Kevin MagnussenMAG,Haas Ferrari,50,+1 lap,0
13,8,Romain GrosjeanGRO,Haas Ferrari,50,+1 lap,0
14,9,Marcus EricssonERI,Sauber Ferrari,50,+1 lap,0
15,26,Daniil KvyatKVY,Toro Rosso,50,+1 lap,0
16,18,Lance StrollSTR,Williams Mercedes,50,+1 lap,0
17,94,Pascal WehrleinWEH,Sauber Ferrari,50,+1 lap,0
NC,14,Fernando AlonsoALO,McLaren Honda,32,DNF,0
NC,55,Carlos SainzSAI,Toro Rosso,0,DNF,0
NC,30,Jolyon PalmerPAL,Renault,0,DNS,0
