Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Sebastian VettelVET,Ferrari,70,1:39:46.713,25
2,7,Kimi RäikkönenRAI,Ferrari,70,+0.908s,18
3,77,Valtteri BottasBOT,Mercedes,70,+12.462s,15
4,44,Lewis HamiltonHAM,Mercedes,70,+12.885s,12
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,70,+13.276s,10
6,14,Fernando AlonsoALO,McLaren Honda,70,+71.223s,8
7,55,Carlos SainzSAI,Toro Rosso,69,+1 lap,6
8,11,Sergio PerezPER,Force India Mercedes,69,+1 lap,4
9,31,Esteban OconOCO,Force India Mercedes,69,+1 lap,2
10,2,Stoffel VandoorneVAN,McLaren Honda,69,+1 lap,1
11,26,Daniil KvyatKVY,Toro Rosso,69,+1 lap,0
12,30,Jolyon PalmerPAL,Renault,69,+1 lap,0
13,20,Kevin MagnussenMAG,Haas Ferrari,69,+1 lap,0
14,18,Lance StrollSTR,Williams Mercedes,69,+1 lap,0
15,94,Pascal WehrleinWEH,Sauber Ferrari,68,+2 laps,0
16,9,Marcus EricssonERI,Sauber Ferrari,68,+2 laps,0
17,27,Nico HulkenbergHUL,Renault,67,DNF,0
NC,40,Paul di RestaDIR,Williams Mercedes,60,DNF,0
NC,8,Romain GrosjeanGRO,Haas Ferrari,20,DNF,0
NC,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,0,DNF,0
