Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,53,1:15:32.312,25
2,77,Valtteri BottasBOT,Mercedes,53,+4.471s,18
3,5,Sebastian VettelVET,Ferrari,53,+36.317s,15
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,53,+40.335s,12
5,7,Kimi RäikkönenRAI,Ferrari,53,+60.082s,10
6,31,Esteban OconOCO,Force India Mercedes,53,+71.528s,8
7,18,Lance StrollSTR,Williams Mercedes,53,+74.156s,6
8,19,Felipe MassaMAS,Williams Mercedes,53,+74.834s,4
9,11,Sergio PerezPER,Force India Mercedes,53,+75.276s,2
10,33,Max VerstappenVER,Red Bull Racing TAG Heuer,52,+1 lap,1
11,20,Kevin MagnussenMAG,Haas Ferrari,52,+1 lap,0
12,26,Daniil KvyatKVY,Toro Rosso,52,+1 lap,0
13,27,Nico HulkenbergHUL,Renault,52,+1 lap,0
14,55,Carlos SainzSAI,Toro Rosso,52,+1 lap,0
15,8,Romain GrosjeanGRO,Haas Ferrari,52,+1 lap,0
16,94,Pascal WehrleinWEH,Sauber Ferrari,51,+2 laps,0
17,14,Fernando AlonsoALO,McLaren Honda,50,DNF,0
18,9,Marcus EricssonERI,Sauber Ferrari,49,DNF,0
NC,2,Stoffel VandoorneVAN,McLaren Honda,33,DNF,0
NC,30,Jolyon PalmerPAL,Renault,29,DNF,0
