Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,70,1:33:05.154,25
2,77,Valtteri BottasBOT,Mercedes,70,+19.783s,18
3,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,70,+35.297s,15
4,5,Sebastian VettelVET,Ferrari,70,+35.907s,12
5,11,Sergio PerezPER,Force India Mercedes,70,+40.476s,10
6,31,Esteban OconOCO,Force India Mercedes,70,+40.716s,8
7,7,Kimi RäikkönenRAI,Ferrari,70,+58.632s,6
8,27,Nico HulkenbergHUL,Renault,70,+60.374s,4
9,18,Lance StrollSTR,Williams Mercedes,69,+1 lap,2
10,8,Romain GrosjeanGRO,Haas Ferrari,69,+1 lap,1
11,30,Jolyon PalmerPAL,Renault,69,+1 lap,0
12,20,Kevin MagnussenMAG,Haas Ferrari,69,+1 lap,0
13,9,Marcus EricssonERI,Sauber Ferrari,69,+1 lap,0
14,2,Stoffel VandoorneVAN,McLaren Honda,69,+1 lap,0
15,94,Pascal WehrleinWEH,Sauber Ferrari,68,+2 laps,0
16,14,Fernando AlonsoALO,McLaren Honda,66,DNF,0
NC,26,Daniil KvyatKVY,Toro Rosso,54,DNF,0
NC,33,Max VerstappenVER,Red Bull Racing TAG Heuer,10,DNF,0
NC,19,Felipe MassaMAS,Williams Mercedes,0,DNF,0
NC,55,Carlos SainzSAI,Toro Rosso,0,DNF,0
