Pos,No,Driver,Car,Laps,Time/retired,Pts
1,77,Valtteri BottasBOT,Mercedes,52,1:28:08.743,25
2,5,Sebastian VettelVET,Ferrari,52,+0.617s,18
3,7,Kimi RäikkönenRAI,Ferrari,52,+11.000s,15
4,44,Lewis HamiltonHAM,Mercedes,52,+36.320s,12
5,33,Max VerstappenVER,Red Bull Racing TAG Heuer,52,+60.416s,10
6,11,Sergio PerezPER,Force India Mercedes,52,+86.788s,8
7,31,Esteban OconOCO,Force India Mercedes,52,+95.004s,6
8,27,Nico HulkenbergHUL,Renault,52,+96.188s,4
9,19,Felipe MassaMAS,Williams Mercedes,51,+1 lap,2
10,55,Carlos SainzSAI,Toro Rosso,51,+1 lap,1
11,18,Lance StrollSTR,Williams Mercedes,51,+1 lap,0
12,26,Daniil KvyatKVY,Toro Rosso,51,+1 lap,0
13,20,Kevin MagnussenMAG,Haas Ferrari,51,+1 lap,0
14,2,Stoffel VandoorneVAN,McLaren Honda,51,+1 lap,0
15,9,Marcus EricssonERI,Sauber Ferrari,51,+1 lap,0
16,94,Pascal WehrleinWEH,Sauber Ferrari,50,+2 laps,0
NC,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,5,DNF,0
NC,30,Jolyon PalmerPAL,Renault,0,DNF,0
NC,8,Romain GrosjeanGRO,Haas Ferrari,0,DNF,0
NC,14,Fernando AlonsoALO,McLaren Honda,0,DNS,0
