Pos,No,Driver,Car,Time,Gap,Laps
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:12.460,,21
2,4,Jenson ButtonBUT,McLaren Mercedes,1:12.547,+0.087s,19
3,2,Mark WebberWEB,Red Bull Racing Renault,1:12.597,+0.137s,21
4,3,Lewis HamiltonHAM,McLaren Mercedes,1:12.622,+0.162s,15
5,5,Fernando AlonsoALO,Ferrari,1:12.765,+0.305s,17
6,14,Adrian SutilSUT,Force India Mercedes,1:13.113,+0.653s,22
7,8,Nico RosbergROS,Mercedes,1:13.286,+0.826s,21
8,7,Michael SchumacherMSC,Mercedes,1:13.393,+0.933s,19
9,15,Paul di RestaDIR,Force India Mercedes,1:13.419,+0.959s,19
10,6,Felipe MassaMAS,Ferrari,1:13.583,+1.123s,18
11,10,Vitaly PetrovPET,Renault,1:13.838,+1.378s,20
12,11,Rubens BarrichelloBAR,Williams Cosworth,1:14.283,+1.823s,19
13,19,Jaime AlguersuariALG,STR Ferrari,1:14.286,+1.826s,20
14,16,Kamui KobayashiKOB,Sauber Ferrari,1:14.311,+1.851s,24
15,12,Pastor MaldonadoMAL,Williams Cosworth,1:14.454,+1.994s,22
16,17,Sergio PerezPER,Sauber Ferrari,1:14.547,+2.087s,24
17,9,Bruno SennaSEN,Renault,1:14.551,+2.091s,15
18,21,Jarno TrulliTRU,Lotus Renault,1:15.843,+3.383s,24
19,20,Heikki KovalainenKOV,Lotus Renault,1:16.026,+3.566s,22
20,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:16.616,+4.156s,26
21,23,Vitantonio LiuzziLIU,HRT Cosworth,1:17.143,+4.683s,23
22,22,Daniel RicciardoRIC,HRT Cosworth,1:17.296,+4.836s,23
23,24,Timo GlockGLO,Virgin Cosworth,1:17.984,+5.524s,23
24,18,Sebastien BuemiBUE,STR Ferrari,,,3
