Pos,No,Driver,Car,Time,Gap,Laps
1,2,Mark WebberWEB,Red Bull Racing Renault,2:08.988,,7
2,3,Lewis HamiltonHAM,McLaren Mercedes,2:09.046,+0.058s,8
3,19,Jaime AlguersuariALG,STR Ferrari,2:09.931,+0.943s,16
4,4,Jenson ButtonBUT,McLaren Mercedes,2:10.257,+1.269s,7
5,1,Sebastian VettelVET,Red Bull Racing Renault,2:10.402,+1.414s,9
6,18,Sebastien BuemiBUE,STR Ferrari,2:10.580,+1.592s,15
7,8,Nico RosbergROS,Mercedes,2:10.837,+1.849s,12
8,14,Adrian SutilSUT,Force India Mercedes,2:11.437,+2.449s,13
9,9,Bruno SennaSEN,Renault,2:11.664,+2.676s,14
10,7,Michael SchumacherMSC,Mercedes,2:11.667,+2.679s,10
11,15,Paul di RestaDIR,Force India Mercedes,2:11.874,+2.886s,13
12,20,Heikki KovalainenKOV,Lotus Renault,2:13.036,+4.048s,15
13,12,Pastor MaldonadoMAL,Williams Cosworth,2:13.074,+4.086s,12
14,16,Kamui KobayashiKOB,Sauber Ferrari,2:13.182,+4.194s,12
15,10,Vitaly PetrovPET,Renault,2:13.290,+4.302s,15
16,11,Rubens BarrichelloBAR,Williams Cosworth,2:13.778,+4.790s,12
17,17,Sergio PerezPER,Sauber Ferrari,2:14.334,+5.346s,14
18,21,Jarno TrulliTRU,Lotus Renault,2:14.682,+5.694s,11
19,25,Jerome d'AmbrosioDAM,Virgin Cosworth,2:17.159,+8.171s,12
20,24,Timo GlockGLO,Virgin Cosworth,2:18.039,+9.051s,10
21,22,Daniel RicciardoRIC,HRT Cosworth,2:19.001,+10.013s,12
22,23,Vitantonio LiuzziLIU,HRT Cosworth,2:19.597,+10.609s,14
23,6,Felipe MassaMAS,Ferrari,2:22.454,+13.466s,7
24,5,Fernando AlonsoALO,Ferrari,,,5
