Pos,No,Driver,Car,Time,Gap,Laps
1,2,Mark WebberWEB,Red Bull Racing Renault,1:46.081,,15
2,4,Jenson ButtonBUT,McLaren Mercedes,1:46.108,+0.027s,17
3,1,Sebastian VettelVET,Red Bull Racing Renault,1:46.345,+0.264s,14
4,5,Fernando AlonsoALO,Ferrari,1:46.396,+0.315s,14
5,3,Lewis HamiltonHAM,McLaren Mercedes,1:46.936,+0.855s,20
6,8,Nico RosbergROS,Mercedes,1:47.831,+1.750s,14
7,7,Michael SchumacherMSC,Mercedes,1:47.837,+1.756s,12
8,6,Felipe MassaMAS,Ferrari,1:48.711,+2.630s,12
9,16,Kamui KobayashiKOB,Sauber Ferrari,1:49.057,+2.976s,15
10,14,Adrian SutilSUT,Force India Mercedes,1:49.304,+3.223s,16
11,17,Sergio PerezPER,Sauber Ferrari,1:49.583,+3.502s,17
12,18,Sebastien BuemiBUE,STR Ferrari,1:49.679,+3.598s,18
13,15,Paul di RestaDIR,Force India Mercedes,1:49.816,+3.735s,18
14,12,Pastor MaldonadoMAL,Williams Cosworth,1:49.851,+3.770s,17
15,11,Rubens BarrichelloBAR,Williams Cosworth,1:50.189,+4.108s,15
16,10,Vitaly PetrovPET,Renault,1:50.229,+4.148s,15
17,9,Bruno SennaSEN,Renault,1:50.523,+4.442s,14
18,19,Jaime AlguersuariALG,STR Ferrari,1:50.547,+4.466s,17
19,20,Heikki KovalainenKOV,Lotus Renault,1:52.510,+6.429s,17
20,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:52.697,+6.616s,19
21,22,Daniel RicciardoRIC,HRT Cosworth,1:53.728,+7.647s,17
22,21,Jarno TrulliTRU,Lotus Renault,1:53.823,+7.742s,18
23,24,Timo GlockGLO,Virgin Cosworth,1:53.829,+7.748s,16
24,23,Vitantonio LiuzziLIU,HRT Cosworth,1:55.203,+9.122s,17
