Pos,No,Driver,Car,Time,Gap,Laps
1,3,Lewis HamiltonHAM,McLaren Mercedes,1:38.976,,17
2,1,Sebastian VettelVET,Red Bull Racing Renault,1:39.403,+0.427s,18
3,2,Mark WebberWEB,Red Bull Racing Renault,1:39.427,+0.451s,18
4,4,Jenson ButtonBUT,McLaren Mercedes,1:39.429,+0.453s,16
5,5,Fernando AlonsoALO,Ferrari,1:39.661,+0.685s,16
6,8,Nico RosbergROS,Mercedes,1:40.135,+1.159s,19
7,6,Felipe MassaMAS,Ferrari,1:40.183,+1.207s,18
8,14,Adrian SutilSUT,Force India Mercedes,1:40.429,+1.453s,21
9,15,Paul di RestaDIR,Force India Mercedes,1:40.511,+1.535s,19
10,7,Michael SchumacherMSC,Mercedes,1:40.938,+1.962s,18
11,9,Bruno SennaSEN,Renault,1:41.509,+2.533s,21
12,16,Kamui KobayashiKOB,Sauber Ferrari,1:41.527,+2.551s,21
13,17,Sergio PerezPER,Sauber Ferrari,1:41.566,+2.590s,20
14,10,Vitaly PetrovPET,Renault,1:41.594,+2.618s,18
15,18,Sebastien BuemiBUE,STR Ferrari,1:41.622,+2.646s,18
16,19,Jaime AlguersuariALG,STR Ferrari,1:41.855,+2.879s,18
17,12,Pastor MaldonadoMAL,Williams Cosworth,1:42.025,+3.049s,19
18,20,Heikki KovalainenKOV,Lotus Renault,1:43.409,+4.433s,22
19,11,Rubens BarrichelloBAR,Williams Cosworth,1:43.861,+4.885s,5
20,24,Timo GlockGLO,Virgin Cosworth,1:45.262,+6.286s,23
21,23,Vitantonio LiuzziLIU,HRT Cosworth,1:45.302,+6.326s,20
22,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:45.509,+6.533s,22
23,22,Daniel RicciardoRIC,HRT Cosworth,1:45.732,+6.756s,20
24,21,Jarno TrulliTRU,Lotus Renault,,,1
