Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,63,George RussellRUS,Mercedes,1:30.106,1:26.723,1:25.819,26
2,44,Lewis HamiltonHAM,Mercedes,1:29.547,1:26.770,1:25.990,25
3,4,Lando NorrisNOR,McLaren Mercedes,1:31.596,1:26.559,1:26.030,22
4,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:31.342,1:26.796,1:26.203,24
5,81,Oscar PiastriPIA,McLaren Mercedes,1:30.895,1:26.733,1:26.237,24
6,27,Nico HulkenbergHUL,Haas Ferrari,1:31.929,1:26.847,1:26.338,17
7,55,Carlos SainzSAI,Ferrari,1:30.557,1:26.843,1:26.509,24
8,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:31.410,1:26.938,1:26.585,24
9,23,Alexander AlbonALB,Williams Mercedes,1:31.135,1:26.933,1:26.640,23
10,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:31.264,1:26.730,1:26.917,24
11,16,Charles LeclercLEC,Ferrari,1:30.496,1:27.097,,18
12,2,Logan SargeantSAR,Williams Mercedes,1:31.608,1:27.175,,20
13,22,Yuki TsunodaTSU,RB Honda RBPT,1:30.994,1:27.269,,17
14,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:31.190,1:27.867,,22
15,3,Daniel RicciardoRIC,RB Honda RBPT,1:31.291,1:27.949,,18
16,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:32.431,,,11
17,20,Kevin MagnussenMAG,Haas Ferrari,1:32.905,,,6
18,31,Esteban OconOCO,Alpine Renault,1:34.557,,,11
19,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:38.348,,,5
20,10,Pierre GaslyGAS,Alpine Renault,1:39.804,,,7
