Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,4,Lando NorrisNOR,McLaren Mercedes,1:19.911,1:19.727,1:19.327,12
2,81,Oscar PiastriPIA,McLaren Mercedes,1:20.076,1:19.808,1:19.436,19
3,63,George RussellRUS,Mercedes,1:20.169,1:19.877,1:19.440,18
4,16,Charles LeclercLEC,Ferrari,1:20.074,1:20.007,1:19.461,21
5,55,Carlos SainzSAI,Ferrari,1:20.149,1:19.799,1:19.467,18
6,44,Lewis HamiltonHAM,Mercedes,1:20.477,1:19.641,1:19.513,18
7,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:20.226,1:19.662,1:20.022,18
8,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:20.598,1:20.216,1:20.062,17
9,23,Alexander AlbonALB,Williams Mercedes,1:20.542,1:20.314,1:20.299,18
10,27,Nico HulkenbergHUL,Haas Ferrari,1:20.781,1:20.411,1:20.339,18
11,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:20.617,1:20.421,,11
12,3,Daniel RicciardoRIC,RB Honda RBPT,1:20.901,1:20.479,,12
13,20,Kevin MagnussenMAG,Haas Ferrari,1:20.856,1:20.698,,11
14,10,Pierre GaslyGAS,Alpine Renault,1:20.748,1:20.738,,16
15,31,Esteban OconOCO,Alpine Renault,1:20.764,1:20.766,,16
16,22,Yuki TsunodaTSU,RB Honda RBPT,1:20.945,,,6
17,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:21.013,,,6
18,43,Franco ColapintoCOL,Williams Mercedes,1:21.061,,,6
19,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:21.101,,,6
20,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:21.445,,,9
