Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:54.938,1:53.837,1:53.159,21
2,16,Charles LeclercLEC,Ferrari,1:55.349,1:54.193,1:53.754,22
3,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:55.139,1:54.470,1:53.765,21
4,44,Lewis HamiltonHAM,Mercedes,1:55.692,1:54.037,1:53.835,22
5,4,Lando NorrisNOR,McLaren Mercedes,1:55.582,1:54.358,1:53.981,24
6,81,Oscar PiastriPIA,McLaren Mercedes,1:54.835,1:54.136,1:54.027,23
7,63,George RussellRUS,Mercedes,1:55.353,1:54.095,1:54.184,22
8,55,Carlos SainzSAI,Ferrari,1:55.169,1:54.112,1:54.477,23
9,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:55.489,1:54.258,1:54.765,23
10,31,Esteban OconOCO,Alpine Renault,1:55.417,1:54.460,1:54.810,23
11,23,Alexander AlbonALB,Williams Mercedes,1:55.722,1:54.473,,16
12,10,Pierre GaslyGAS,Alpine Renault,1:54.911,1:54.635,,17
13,3,Daniel RicciardoRIC,RB Honda RBPT,1:55.451,1:54.682,,14
14,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:55.531,1:54.764,,17
15,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:56.072,1:55.716,,17
16,27,Nico HulkenbergHUL,Haas Ferrari,1:56.308,,,9
17,20,Kevin MagnussenMAG,Haas Ferrari,1:56.500,,,9
18,22,Yuki TsunodaTSU,RB Honda RBPT,1:56.593,,,8
19,2,Logan SargeantSAR,Williams Mercedes,1:57.230,,,8
20,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:57.775,,,9
