Pos,No,Driver,Car,Time
1,3,Michael SchumacherMSC,Ferrari,1:19.298
2,1,Mika HakkinenHAK,McLaren Mercedes,1:19.327
3,4,Eddie IrvineIRV,Ferrari,1:19.440
4,2,David CoulthardCOU,McLaren Mercedes,1:19.729
5,16,Rubens BarrichelloBAR,Stewart Ford,1:19.930
6,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:20.158
7,9,Giancarlo FisichellaFIS,Benetton Playlife,1:20.378
8,11,Jean AlesiALE,Sauber Petronas,1:20.459
9,19,Jarno TrulliTRU,Prost Peugeot,1:20.557
10,17,Johnny HerbertHER,Stewart Ford,1:20.829
11,10,Alexander WurzWUR,Benetton Playlife,1:21.000
12,5,Alessandro ZanardiZAN,Williams Supertec,1:21.076
13,6,Ralf SchumacherRSC,Williams Supertec,1:21.081
14,7,Damon HillHIL,Jordan Mugen Honda,1:21.094
15,18,Olivier PanisPAN,Prost Peugeot,1:21.252
16,22,Jacques VilleneuveVIL,BAR Supertec,1:21.302
17,23,Ricardo ZontaZON,BAR Supertec,1:21.467
18,12,Pedro DinizDIN,Sauber Petronas,1:21.571
19,15,Toranosuke TakagiTAK,Arrows,1:21.693
20,14,Pedro de la RosaDLR,Arrows,1:22.613
21,20,Luca BadoerBAD,Minardi Ford,1:22.808
22,21,Marc GeneGEN,Minardi Ford,1:23.387
