Pos,No,Driver,Car,Time
1,1,Mika HakkinenHAK,McLaren Mercedes,1:30.462
2,2,David CoulthardCOU,McLaren Mercedes,1:30.946
3,3,Michael SchumacherMSC,Ferrari,1:31.781
4,16,Rubens BarrichelloBAR,Stewart Ford,1:32.148
5,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:32.276
6,4,Eddie IrvineIRV,Ferrari,1:32.289
7,9,Giancarlo FisichellaFIS,Benetton Playlife,1:32.540
8,6,Ralf SchumacherRSC,Williams Supertec,1:32.691
9,7,Damon HillHIL,Jordan Mugen Honda,1:32.695
10,10,Alexander WurzWUR,Benetton Playlife,1:32.789
11,22,Jacques VilleneuveVIL,BAR Supertec,1:32.888
12,19,Jarno TrulliTRU,Prost Peugeot,1:32.971
13,17,Johnny HerbertHER,Stewart Ford,1:32.991
14,12,Pedro DinizDIN,Sauber Petronas,1:33.374
15,5,Alessandro ZanardiZAN,Williams Supertec,1:33.549
16,11,Jean AlesiALE,Sauber Petronas,1:33.910
17,15,Toranosuke TakagiTAK,Arrows,1:34.182
18,14,Pedro de la RosaDLR,Arrows,1:34.244
19,23,Ricardo ZontaZON,BAR Supertec,1:34.412
20,18,Olivier PanisPAN,Prost Peugeot,1:35.068
21,20,Luca BadoerBAD,Minardi Ford,1:35.316
22,21,Marc GeneGEN,Minardi Ford,1:37.013
