Pos,No,Driver,Car,Time
1,1,Mika HakkinenHAK,McLaren Mercedes,1:42.950
2,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:43.000
3,2,David CoulthardCOU,McLaren Mercedes,1:43.288
4,3,Mika SaloSAL,Ferrari,1:43.577
5,4,Eddie IrvineIRV,Ferrari,1:43.769
6,16,Rubens BarrichelloBAR,Stewart Ford,1:43.938
7,18,Olivier PanisPAN,Prost Peugeot,1:43.979
8,7,Damon HillHIL,Jordan Mugen Honda,1:44.001
9,19,Jarno TrulliTRU,Prost Peugeot,1:44.209
10,9,Giancarlo FisichellaFIS,Benetton Playlife,1:44.338
11,6,Ralf SchumacherRSC,Williams Supertec,1:44.468
12,22,Jacques VilleneuveVIL,BAR Supertec,1:44.508
13,10,Alexander WurzWUR,Benetton Playlife,1:44.522
14,5,Alessandro ZanardiZAN,Williams Supertec,1:45.034
15,21,Marc GeneGEN,Minardi Ford,1:45.331
16,12,Pedro DinizDIN,Sauber Petronas,1:45.335
17,17,Johnny HerbertHER,Stewart Ford,1:45.454
18,23,Ricardo ZontaZON,BAR Supertec,1:45.460
19,20,Luca BadoerBAD,Minardi Ford,1:45.917
20,14,Pedro de la RosaDLR,Arrows,1:45.935
21,11,Jean AlesiALE,Sauber Petronas,1:45.962
22,15,Toranosuke TakagiTAK,Arrows,1:46.209
