Pos,No,Driver,Car,Time
1,1,Mika HakkinenHAK,McLaren Mercedes,1:50.329
2,2,David CoulthardCOU,McLaren Mercedes,1:50.484
3,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:51.332
4,7,Damon HillHIL,Jordan Mugen Honda,1:51.372
5,6,Ralf SchumacherRSC,Williams Supertec,1:51.414
6,4,Eddie IrvineIRV,Ferrari,1:51.895
7,16,Rubens BarrichelloBAR,Stewart Ford,1:51.974
8,5,Alessandro ZanardiZAN,Williams Supertec,1:52.014
9,3,Mika SaloSAL,Ferrari,1:52.124
10,17,Johnny HerbertHER,Stewart Ford,1:52.164
11,22,Jacques VilleneuveVIL,BAR Supertec,1:52.235
12,19,Jarno TrulliTRU,Prost Peugeot,1:52.644
13,9,Giancarlo FisichellaFIS,Benetton Playlife,1:52.762
14,23,Ricardo ZontaZON,BAR Supertec,1:52.840
15,10,Alexander WurzWUR,Benetton Playlife,1:52.858
16,11,Jean AlesiALE,Sauber Petronas,1:52.921
17,18,Olivier PanisPAN,Prost Peugeot,1:53.148
18,12,Pedro DinizDIN,Sauber Petronas,1:53.778
19,15,Toranosuke TakagiTAK,Arrows,1:54.099
20,20,Luca BadoerBAD,Minardi Ford,1:54.197
21,21,Marc GeneGEN,Minardi Ford,1:54.557
22,14,Pedro de la RosaDLR,Arrows,1:54.579
